"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"Ed-Shullivan","8 July 2023","Oh this was such a big disappointment on so many levels. Have we not been subjected over the past two decades with an inordinate number of endless (and I do mean endless!) car chases? In this case Harrison Ford is driving a vehicle commonly referred to as a three (3) wheel trike. Then we have to struggle with seeing the old geezer Harrison Ford make every effort as an octogenarian (he will turn 81 on July 13th) to run away from trouble with his much younger accomplice the 37 year old Phoebe Waller-Bridge. In comparison would anyone in their right mind want to still see a 74 year old Terry Bradshaw quarterback the Pittsburgh Steelers football game against the 37 year old Matt Ryan?I was so bored after the first 45 minutes of these endless chase scenes overflowing with CGI that when the end credits outlined the hundreds and more hundreds of animators and visual illustrators I was not surprised that this (5th) fifth and seemingly final Indiana Jones movie had no extra Easter Egg scenes after the credits start rolling because the film had already run long enough that the audience I attended with ALL left except for Mrs. Shullivan, her two sisters and myself before the end credits had finished.I am a big fan of sequels and trilogies and even franchises, and I have a big heart when it comes to embracing a character such as Indiana Jones. Did you know De-Aging Harrison Ford In Indiana Jones 5 Took 3 Years & 100+ VFX Artists? I think the producers of this fifth title in the franchise could have taken a page from the James Bond series and chosen a younger more agile Indiana Jones by film number five (5). Instead the producers decided in the third of the five film series, the 1989 film Indiana Jones and the Last Crusade, they introduced an aging Sean Connery as Indiana Jones father. How ironic that instead of going younger, the producers chose to double down and go older in film number (3) three of their franchise.The feeling of adventure was lost on me, and I may be getting older, but I still know a bad movie when I am exposed to it and this fifth film in the franchise series was a big no for me.I can barely give it a 5 out of 10 IMDb rating.","6/10"
"eddie_baggins","1 June 2023","Not even the most optimistic of pundits could've ever predicted the glowing reception and success that came the way of 2018's Into the Spider-Verse, slinging to almost $400 million at the worldwide box office, critical praise and a spot entrenched in the upper echelons of the IMDB's Top 250 Movies of All Time list, too say that the first iteration of the Spider-Verse animated universe was a roaring and unexpected success would be a huge understatement.Fast forward these close to 5 years on and expectations for teenager Miles Morales/Spider-Man next adventure are sky high but proving that lightning can strike twice, the creative team behind this colourful Spider-Man series overseen by Phil Lord and Christopher Miller have once again delivered a frenetic, energetic and most importantly entertaining animated epic that will likely cause much debate as to whether or not this is a case of a rare sequel that may in fact be better than its forefather.Still featuring the oddball humour and near endless parade of in-jokes, homages and side gags that made the first Morales venture such a delight outside of its visual spectacle, Across the Spider-Verse also feels like a much more mature outing this time around, with Morales himself more world weary and battered, coinciding with the film as a whole dealing with some heavy issues and subject matters that at times brings on an unexpectedly sombre tone, with credit going to the creative team here for not being afraid to make their film skew further from the young audience that may not quite understand the nuances on display here all the while allowing older audience members to feast on a film that is far from all style and no substance.Clocking in at close to two and a half hours, Across the Spider-Verse is one of the longest animated films ever widely released into cinemas and there are segments throughout the film where it feels as though we are covering off similar narrative ground on more than one occasion but when Morales adventure into the Multiverse swings into the sky it takes us on an often unforgettable journey, whether it be to a New York done the way of Mumbai or a Spider-filled version of Earth, Across the Spider-Verse has enough imagination and spark to fill countless other animated rides that would be desperate for even a portion of the creative magic on display here.As also was the case the first time around in 2018, this 2023 Spider-Verse features another array of on-song voice performances from its talented cast that works in tandem with the incredible artistry on display throughout, led once more by Shameik Moore and Hailee Steinfeld, new additions to the voice cast here such as a scene-stealing Oscar Isaac as Miguel O'Hara, Jason Schwartzman as The Spot or Daniel Kaluuya as Hobart Brown all bring their A-game to this big budgeted affair, making this an all-round package that has not only lived up to the legacy of the first instalment but arguably surpassed it.Even if there's a feeling of being teased by possibilities once the credits begin to roll here, the hype is going to be overflowing for next years Beyond the Spider-Verse which is setting out to prove that lightning can indeed strike more than twice.Final Say -People may bemoan the amount of Spider-Man themed films we've had slung our way over the past 20 years but if the quality of these outings remains as strong as what we get here with Across the Spider-Verse, they're going to be complaining for a long time yet to come.4 Chai tea's out of 5Jordan and Eddie (The Movie Guys)","10/10"
"eddie_baggins","16 February 2023","Arriving on TV sets in 1977, beloved American comedy series Happy Days aired its now infamous Hollywood: Part 3 episode that was made notable for a scene in which Henry Winkler's Fonzie proceeded to conduct a water-ski stunt involving a jump over a shark, leading to the coining of the phrase ""jumping the shark"" representing a moment where things have gone too far, past the point of no return.A sad moment in 1977 for Happy Days, 31 films into the Marvel Cinematic Universe (MCU) it's time we now call it as it is and say that Marvel has now cooked it's golden goose.It can't be denied, Marvel had an incredible run from the moment Iron Man entered the pop culture space in 2008 and for years following the Robert Downey Jr starring hit the comic book behemoth delivered some of the most enjoyable and entertaining big screen spectacles we could've asked for and while they no doubt stuck to a formula many now berate as being the death knell of quality cinema, time and time again Marvel proved to be masters of juggling characters, spectacle and entertainment (often against the odds), culminating in the double pronged attacked of Avengers: Infinity War and Avengers: Endgame that tied off years worth of work in spectacular fashion.From there on out however things have taken a sharp turn towards entering the water, strapping on a set of skis and finding a willing shark to hold position as its launched over with Ant-Man and the Wasp: Quantumania a new low for the modern age Marvel brand name that follows in the not so impressive footsteps of last years misfires Thor: Love and Thunder, Doctor Strange in the Multiverse of Madness and the OK if far from memorable Black Panther: Wakanda Forever.Kicking off the championed ""Phase 5"" of the MCU, Quantumania finds Paul Rudd's once charming and likeable every-man Scott Lang have his solo venture hijacked and turned from a fun and carefree heist/comedy of often hilariously tiny proportions into a lifeless and convoluted set-up for what's to come as we enter into yet another alternate universe, quantum realm, 8th dimension and whatever else Marvel wants to conjure up to cover up having to explain things or make much sense in what is a narrative out that has now become part and parcel of their storytelling devices in what started out in a fun fashion but has quickly grown overly wearisome.Forgoing most of the aspects of the Ant-Man brand that was never outstanding to begin with but found fans of many ages on a global scale, Quantumania gives little thought to laying out much groundwork, throwing Lang and his offsiders that includes daughter Cassie, partner The Wasp (poor Evangeline Lilly, getting to share a title but not an ounce of worthy screen-time/character development), in-laws Janet and Hank (equally underused Michelle Pfeiffer and Michael Douglas) into the quantum realm where they come across Jonathan Major's new Thanos level big bad Kang the Conqueror, a character that could offer hope moving forward but gets little if any memorable moments here in an underwritten and uninspired main entrance.Not convinced Quantumania sets the new low standard for the MCU and causes great concern for the ability of the future of the whole shared universe idea? I am sure the CGI'd butt cheeks of how did that pass quality control M. O. D. O. K, a little hole loving alien who utters the phrase ""milk juice"", the site of Douglas strutting into another mindless big city battle with a horde of ants flanking him in what's akin to the worst version of The Charge of Rohirrim you could conjure up or just the general sense that no one cares enough to even pretend will surely do the trick.It's been an incredible run but now all we can do is sit back and watch as the MCU gathers speed and launches itself out of the water for one spectacular if miss judged jump.Final Say -Ladies and gentleman it's time for Thor: The Dark World, The Incredible Hulk, Iron Man 2 and Eternals to move aside, Ant-Man and the Wasp: Quantumania is now the worst MCU film yet with all the signs pointing to it likely moving aside itself as the ship it's a part of slowly but surely sinks.1 1/2 over priced coffees out of 5.Jordan and Eddie (The Movie Guys)","7/10"
"eddie_baggins","24 April 2019","DISCLAIMER- This is a spoiler FREE reviewWell, here we are.After 11 year's of top quality entertainment and planning that started all the way back with 2008's surprise smash hit Iron Man (do you feel old yet? I sure do), this part of Marvel's world domination comes to an end with what's likely to be one of, if not the biggest film's of all time, The Avengers: Endgame.It's a somewhat odd, occasionally emotional and fitting experience sitting back and concluding this part of the Marvel universe and while we know there's countless more Marvel film's coming our way, Endgame really does feel like the culmination of year's of hard work and adventures, that while not perfect, feels like a fitting tribute to what's come before and what still lays ahead.It's incredibly hard to talk about Endgame in depth without ruining the narrative the Russo brother's and their team have created but suffice to say the creative minds behind the scenes have given us another top quality piece of blockbuster filmmaking, that's likely to please diehard fans and more casual cinemagoers alike, the only problem is, when compared to it's genuinely surprising and perfectly paced predecessor, Endgame does feel slightly more formulaic and long in the tooth.It's picky for sure, but Infinity War gave us a Marvel experience that was unexpected, hilarious, emotional and epic and while Endgame has this in parts, it's not as all encompassing as last year's experience, even if by the rulebook, this was never going to be the case when tying up so many loose ends and finalising so much of what has come before it over the year's.A lot of these endings and plot tie ups will please those that have invested so much into a series that has been operating on an extremely high level for a number of year's, it's just that Marvel almost outdid themselves in Infinity War, making the more by the numbers plot threads and leaps of logic found in Endgame more highlighted than usual.The other minor nitpick with the film is Endgames much talked about epic 3 hour runtime and while the film starts with some unexpected and emotionally charged instances, there's a clear late beginning and middle section of the film that at times drags and cover's similar ground one too many times, even if by relative terms, the runtime in the Russo's film never is too detrimental to the fun to be had.This fun comes in many forms, with particular highlights being Thor's new found lifestyle, the Hulk's more prominent role and Captain Marvel's addition to the Avengers family, while the films big action scenes (that must be said aren't that abundant) are a sight to behold, with Marvel once more showing off their ability to handle spectacles as good as, if not better than, everyone else.At the end of the day, it's been an incredible period for Marvel, with arguably no outright failures and an abundance of big winners, we've been spoilt for 11 straight year's and while Endgame may not be the best of the best, it's still a mighty fine and emotionally charged finale that does the beloved cinematic universe proud.Final Say -While not as surprising or even as Infinty War, Endgame is still a top quality and fitting end to so much good work that's come before it and while it's sad to say goodbye to this particular era, it's exciting to see what lays in store for Marvel moving ahead.4 peanut butter and jelly sandwiches out of 5","9/10"
"eden-rabatsch","25 April 2018","Well, Well, Well....I was so ready to tear this down - 19th MCU film, too many stars, bloated CGI, first of a two parter, and so on and so on...Yet, this is so much fun. Pure popcorn...now in the dictionary under ""popcorn film"" is just the poster for this film. Somehow, the Russo Brothers have juggled all the parts to give everyone some time in the sun. They are helped immensely by two things: the premise is so pure Mcguffin that you just watch Thanos look for Infinity Stones which gives a primal momentum and that the film's stars/characters are looking to move on - that means, actual stakes for once as people could really die and not just comic book dying either.The DC people must be kicking themselves. The lightness and comedic touches are brilliant. You are laughing out loud, comedy level, but at totally organic character humour. It means you are so entertained throughout its rather long running time.The other big surprise is Thanos himself. Normally, I hate CGI characters but somehow they have made Thanos and Josh Brolin work enough to give the character an actual arc. This is one of the better MCU villains and I never thought I would write that.The stakes are real, the charisma levels are amazing, it is like ""Oceans 28"" and I can't wait for the sequel...that says an enormous amount considering the challenges this film faced.","9/10"
"edmond_melkomian","21 January 2024","I loved this movie. A vigilante taking revenge on the unscrupulous people who take advantage of senior citizens who have no knowledge of computers and combine that with shady political characters. Jason Statham shines in this movie. There isn't much dialogue, the line where he breaks into building and counts 1-2-3 for the security guard was a classic. The fighting and the fight scenes were really good. On the only negative side was that he got rid of the new beekeeper quickly and I also hope when they shot up the bee hives, they didn't actually destroy any. Overall a fun movie to watch and great action.","7/10"
"ednajattosalami","22 July 2020","One of the best dragon ball movies The remake is just perfect.","10/10"
"educallejero","24 January 2019","The writing. My freaking god, the god awful writing was insufferable. The story was meaningless and it didn't improve the non-canon version from the 90's.All the characters were respected (contrary to the more childish, yes even way more childish DBSuper movies), but also totally boring. There was no tension of any kind, and even if I like were the movie went at the end, there were a millon better ways to get there.Another thing: At some point a character has to evolve. If it doesn't, what's the point of having these repetetive stories? It's always fighting a tough villain, so without character development, it gets really boring.The movie was slow, and the storytelling ""5 years old inclusive"" (which might be a great commercial decision, but I'm not 5, so it got into my nerves).It felt pure DBZ, no question, but also... it felt EXACTLY 1990 pure DBZ!Itsn't 2019 already? Why not use DIFFERENT CHARACTERS to showcase different emotions and relationships and grow? That won't happen if you only use Vegeta and Goku.-----
Having said that: Yes, the movie was atrocious in almost every way. But also, the spectacle was the best that DBZ has ever shown. The animation, and different animation techniques, plus the ""choreography"" was INSANE. In that important aspect, it was a 10. When you take account for the atrocious ""0 points"" deserving story, you get the five.--------
Please re-watch the non-canon Broly movie. It is better at everything but the budget for the fight scenes (and even if it is ""smaller"" it does have a good and way more emotional fight against Broly).","10/10"
"edvard-14759","11 February 2021","Best MCU movie? I really like the way they used Thanos in this movie and in Endgame. He is one of the most bada$$ villain imo.","3/10"
"Edvis-1997","30 January 2019","Nice movie as always. New superhero ,fight with him. Saving planet. Old good vibes.","9/10"
"edwardrevans","12 January 2024","This is and out and out action flick with a very high and constant body count and a plot that slightly goes off the rails so you have to suspend belief. Essentially we have Adam Clay (Statham) who is a ghost in the system, retired until trouble comes knocking on a neighbour and friends door, so he comes out of retirement to avenge her suicide after she is defrauded by some online scammers. Now this is where I had the problem, as it transpires his friends daughter is an FBI agent who herself is torn between wanting revenge for her mothers death through what she eventually finds out who Clay is but also hunts him down to stop him. Putting that quandary aside (though it did bother me) the movie quickly marches on with everyone getting involved from the police to the FBI, hired mercenaries and even members from his secret organisation but why, well it becomes fairly obvious someone is that they all are trying to protect someone at the very top i.e the President. Statham does these movies very well especially the fight sequences as they are very inventive, so if you just want an all out fight fest then this is for you. No doubt if this makes money we will see more of the Beekeeper.","6/10"
"egg_egan","21 January 2024","What a great film. If you like the John Wick franchise and you love no nonsense action this is the film for you.Jason Statham is brillant as the one man killing machine who is just unstoppable in the most casual way possible. Once the action starts it never stops with some of the.scenes are brutally brilliant.As always I don't understand who watches films like this and can openly give it a poor rating. After watching the trailer it was obvious the film was going to be a no nonsense action film, and it delivered no questions asked. So if this type of film is not your cup of tea why watch it.Utterly brilliant and a must watch for those who love action films.","8/10"
"ekamjitsingh-30851","31 July 2021","Dragon ball super broly the best movie of the whole db franchise. Man everyone just love this film because we just got our favourite badass villain and that is Broly, and our favourite fusion character Gogeta. The animation was at whole another level. The fight scenes were way too legendary. Haha man I was so freaked out when I saw the movie. I was just thinking about the characters and the fight scenes and in this movie we even got to see Vegeta turned Super Sayain God for the first time (red hair form). The fighting scene of broly with goku and vegeta and gogeta were so good. I really enjoyed watching this movie. Keep it up.","10/10"
"elaykitsu","17 January 2019","The movie was amazing has great animation a good story and a great ending it really lives up to its name Dragon Ball Super","10/10"
"elenaphysics","13 July 2017","OK , let us begin. This movie is not good. I enjoyed rise of the planet of the apes, I did not much enjoy the dawn of the planet of the Apes, but what I certainly did not like was this one. If you remove the nice cinematography, if you remove the apes and substitute them with people, do you know what you will see? You will see a bunch of movies you have already watched before. Nothing special. What really stuns me, are the weird religious symbolism in this movie.And also historical symbolism. They were not necessary , and took away the originality of the film. The whole thing with the Crucifixions. OK they were not crucified, they were tied with ropes on crosses, not making the + cross symbol but the x mark like a ''crux decussata'' of saint Andreas. Anyway, the military camp which becomes a concentration camp for the apes, where they are forced to work, looks so much like Auschwitz- Birkenau. The story of the Jews and the Holocost has been in so many movies, and Auschwitz holds a special place in those movies. Just , don't turn this movie in to a Holocaust movie. Where apes are the jews and the Nazi-like character of Colonel wants to exterminate them. The whole Nazi thing is prevalent in this movie. The way soldiers obey, the colonel shaving his head, the fact that he killed his son because after he got infected by the virus because he stopped being human (therefore pure like the Nazis wanted to be) The soldier whose live was spared, and seemed to respect Ceasar in a way, was the one who killed him. It was like an element of surprise ,but I have seen it in about 10 movies already. In the end Ceasar, as another Moses from the Bible, leads the Apes (jews) to the land of Canaan. I have watched Moses movies so many times. I do not want another Bible movie. Also the character of little zoo ape who could talk, was supposed to be funny. But it wasn't. Actually it reminded me of the lost and disoriented Gollum from the Lord of the Rings. Which can not be a coincidence, since Andy Serkis was actually the Gollum in those movies. Seriously the movie was bad. Don't watch it. But I am afraid the you will because everyone is tempted to watch the end of a trilogy.","10/10"
"elgsdyr","2 August 2019","I watched this the day after ploughing through the first season of 'The Boys'. What an anti-climax... If you want a super hero story that's intelligent, incredibly well-written, and with really interesting characters, go watch that instead... And in the MCU context, the first Avengers film is a much better example of good writing and directing, where the characters actually had some wit and.. yeah, well... character....The best thing I can say about Avengers: Endgame is that it very early on killed off Thanos and the Infinity Stones. That was unexpected and opened up the possibilities for the rest of the film. Except that it went straight on to a classic time-travel solution and makes a big deal out of this not being at all like described in any other film (except that it's exactly the same) along with an abundance of other cliches and plot holes (well described in the many other critical reviews here). The characters and their lines were generally bland and completely without the wit and bite as seen in the earlier Joss Whedon versions. And the ending was just as painfully slow as LotR: The Return of the King (yet another over-hyped blockbuster) with long-drawn-out overly sentimental scenes that added nothing to the story.6/10 = OK (just)","10/10"
"elhamfirmino","17 February 2023","The third movie was totally different than the previous movies. It is definitely more brutal and serious, but still had its moments when I felt familiar with the movie. With that said there were scenes were I was like ' I've seen that somewhere else'. Known cliches and jokes are included. I find them funny. The CGI for the fights and specially for the scenes where Scott multiplies himself multiple times were cool. I'm really not a fan ob having basically too much CGI in a movie, but this movie needs that and I'm convinced, that had they had more budget they'd have done even more into CGI. Although I enjoyed the movie it should've been different cause some scenes felt like they were shorten to fit the screen time which is understandable. The issue is there were too many characters into the plot. I get the message it's more of a family adventurous movie. Hank+Janet+Hope+Scott+Cassie, but just for me Hope felt unnecessary for the plot. Janet was necessary because she already was there and has a secret to tell. I wouldn't rate this movie low or very high. It's a 7/10 for me and a decent introduction for Phase 5.Paul Rudd's performance is convincing, vividly and charming. I don't remember one movie I didn't enjoy with him. He's Ant-Man. His performance was hilarious and mushy in deep moments.Two days ago I've went to the local cinema to finally witness Kang The Conquerer in action. Jonathan Majors was brilliant he embodies the character in such an unique way. He can play it off real quick from a soft and sad character into an terrifying dangerous threat. That's some amazing act and needs to be called. I was surprised about the dynamic between Janet & Kang. We get to see a throwback segment and find out more about Kang and Janet's time when she vanished into the quantum level.","4/10"
"elhamfirmino","2 June 2023","I went to the premier with high expectations and came back happy with a drill of anticipation for continuation. This film sets completely new standards from which every studio can learn something.FilmAt the beginning we dive into Gwen's world and shockingly you realize in disbelief how the animation has developed after 5 years. The graphics, transitions, transition of specific colors, the movement of the characters, facial expressions and the atmosphere is unbelievably good. I mean the first movie already made you feel you go through a comic, but Across The Spider-Verse is the next level of animation. With approximately 150.000.000$ budget the result is impressive and totally worth it. I loved every bit of it and no 140 minutes didn't fell too long. When the film was over I was like go on do another 2 hours I WANT MORE OF THIS. Huge respect to Chris Miller & Phil Lord and the entire crew for making this possible.The plot no spoilerIt takes place 16 months after the events of the fire movie. Miles Morales is Spider-Man and has to deal with the daily businesses. He struggles to keep his relationship with his parents, always comes late and has little to no time. One day he faces The Spot a new villain and from there I leave you out without spoilers. The Spot fits in this topic and movie so good. He was the right choice. His design is crazy and his motives are so well written.MultiverseI have to say Across The Spider-Verse did catch the Multiverse topic perfectly. MCU needs to note so many things here. It's actually insane how great they showed the possibilities, diversities and complexities of it. For me, they surpassed No Way Home in terms of Multiverse. Of course Animation is a different tool, but still the story telling and how they made you feel like this movie is not only for kids it's actually more complex and for fans and more like for everyone. The concept of that was nailed perfect. You really do not feel twisted or lost like in several MCU Multiverse projects.To come to an conclusion I think it's safe to say this movie is gonna win another Oscar and is so far in a great cinema year for me the best movie. Wow, I'm so grateful for this movie. I want to watch it again. Go to the cinema right now. This is a true masterpiece. 10/10 Genre and overall everything was perfect. The voice actors did an amazing job too.","10/10"
"elidav","30 January 2024","Some simple training in how to thwart and or ignore computer scammers and all this violence could have been avoided !Then again what fun would that be...reminded me of Mel Gibson in Payback mixed with. American greed and Wall Street.meets Dirty Money !Some simple training in how to thwart and or ignore computer scammers and all this violence could have been avoided !Then again what fun would that be...reminded me of Mel Gibson in Payback mixed with. American greed and Wall Street.meets Dirty Money !Some simple training in how to thwart and or ignore computer scammers and all this violence could have been avoided !Then again what fun would that be...reminded me of Mel Gibson in Payback mixed with. American greed and Wall Street.meets Dirty Money !","6/10"
"elitoro-76571","5 July 2023","The first half of the movie was great. Nothing out of a flash. But the second half... CALMMM DOWNNN!!!... Geez, feels like I just watched the rest of the movie in 30 seconds... Listen. Too much MINDLESS ANIME.. 80% of the characters are too cartoonish... Like it came out of a Cartoon Network universe... Please bring back the original DragonBall Z graphics and art style instead of thiss.. thisss bs Mickey Mouse dreadful animation... (Like Vegeta & Raditz as a kid)... The fighting transportation scenes are nice, a bit over kill in some scenes but it's okay just make it more understandable...The ''sexual'' space girl who's suppose to replace Bulma.. is a bit too much.. With her touching, showing off her body is coming off as being over seductive... Please don't make it as the other 99% of sexual mindless anime shows on funimation & crunchyroll... and Broly's father wearing that pink mini shirt??.... Once again... CALM DOWWNN....Overall this tv was funny.. Typical Goku and Vageta. The new babysitter?? Hilarious.. I would've gave it a 7 or 8 out of 10 but all the mindless animations truly brings it down.. It doesn't look like a Dragonball series tv show anymore... If they keep on doing it this way all the original fans will loose interest on this 4-5 year old kid cartoon tv show that it will eventually become... Ughh...","7/10"
"ellenirishellen-62962","9 August 2017","Don't know why it was trashed by anyone.Did this person actually see the movie,or have a grudge against good movies?Thought this was deserving of praise,as all the reboots deserve proper credit.Glad the budget has been recovered,and the series will continue.Dawn was terrific,and this movie stands side-by-side with it.Woody Harrelson & Steve Zahn,Gabe as ""Preacher"" terrific,as are the stunt performers/apes in the cast.They really excelled in this production.Would have liked to see the return of the surviving human actors from ""Dawn"",but so be it.Woody is quite good,better than Brando in Apocalypse Now,loved NOVA,please don't kill her off and Caeser needs to be brought back,give NOVA special power,thought she'd save the ape she grieved when he died defending them all!Highly recommend this movie,never mind the naysayers,they know not what they complain about,and I'm no easy sell,either.","4/10"
"elliotlovgren-61372","5 June 2023","The new matrix. Gives you a feeling no other movie ever will. What an amazing sequel that hits you in all the right spots. Takes so many chances and everyone works perfectly. It's so wholesome, sad, unique, stunning, and funny. It's a great setup for the next movie and if that one is nearly as good then this trilogy could be considered not just one of the best in animation but one of the best trilogies ever made period. You can take any frame of this movie and turn it into a poster. There isn't anything that I would change. It is by far the best spiderman movie and easily the best marvel movie.","10/10"
"elmago_delcaosnegro","25 December 2018","By far, the best dragon ball movie an incredible animation the beautiful plot you simply can not miss it, if it still does not premiere in your country as soon as it does see it and enjoy this work of art.","6/10"
"ElMaruecan82","26 March 2017","Every once in a while, a movie keeps you marveling at the beauty of its imagery while captivating your mind with its intellectual richness, ""2001: A Space Odyssey"" is such a movie where images speak a thousand words, so is ""Life of Pi"" with a difference though: it is pretty vocal about its content. To a certain degree, the film embodies the number 'Pi' whose mathematical function and simple writing are only the tip of an iceberg of infinite immensity.Still, Ang Lee's ""Life of Pi"" is a delight for the eyes before the mind, a stunt even more impressive as 2012 eyes used to think they saw it all (3 years after ""Avatar"" and less than a decade after Peter Jackson's ""Lord of the Rings""). Some shots reminded me of that line from ""Forrest Gump"" who was running across a desert and the morning light cast such a glow that he couldn't tell where Heaven stopped and the Earth began. And ""Life of Pi"" is fertile in such shots where you can't tell the limits between the sky and the water, and it is no coincidence that the story is a metaphysical quest à la Paolo Coelho, of a boy drifting across the Pacific Ocean with a tiger, of all the companions.God is obviously the 'guy-up-there' incarnated by the skies and the stars and Pi addresses him many times by raising his head, but when the sky and the water seems to make one, which might imply that Pi can find God, or try to, by looking at the ocean or in the eye of his feline companion of misfortune. Pi was named after Piscine Molitor which was the most beautiful swimming pool his uncle ever swam in, and in the scene showing the Parisian pool, the water is so clear, the man feels like floating in the air, it is not just gratuitous effects but the display of a heavenly, ecstatic moment, where the body and the mind are in total symbiosis. This is how the uncle found God anyway.To avoid the mockeries, Piscine calls himself 'Pi' and is so motivated that he becomes a champion of the Pi number and could memorize thousands of the decimal pieces, the cheers of his comrades making up for years of urological nicknames. But don't get mislead, the film is only about mathematics if you use the Galilean metaphor of the alphabet with which God wrote the universe. This is a language Pi is eager to decrypt, driven by his childlike curiosity, Hindu myths and Gods fascinate him, so does the story of Jesus Christ who died as an innocent for all the humans' sins, and he also finds peace and serenity while recalling the name of Allah during his prayers. Pi's ecumenical openness inevitably crashes into his father's rationality.""Appa"", a zoo owner, is a practical man who doesn't believe in religion, he eats meat and would rather have a son sticking to strong opinions rather than believing in everything, being as ""irrational"" and unlimited as the like-named number. So, it's the father who puts limits in his son's idealism where he sees him trying to feed the tiger (named Richard Parker), believing animals have soul. The father proves him wrong by tying a goat to the cage and showing him how the animals deal together. Animals have no souls, it is only the reflect of humans' soul, the metaphor for religion is obvious. We only see God through our own eyes, how ironic though that the father uses a sacrifice of such heavy religious undertones to make his point. As for Pi, the matters of God are forgotten for a time.And it takes that extraordinary journey where he's stuck with the tiger and has to learn how to tame it, to feed it so it doesn't think of eating him, to state his presence, mark his territory, to establish a way to communicate with the animal, until finally, Pi concludes his metaphysical quest. The tiger becomes his enemy but also his ticket for life. I won't spoil right now how the adventure connects with God, but it is all done in that conclusive last rhetorical question, where Pi creates his own myth, which like all myths, explains a fact through a story that might sound ludicrous but whose universal appeal is undeniable. Because that's what myths are: stories that go beyond our own perceptions, that seems impossible yet challenge our thinking to such a point that their nonexistence seems as unbelievable as the opposite.While I was watching the film, I was mesmerized by the special effects, the interactions between Pi and the tiger, even with the other animals. And I was almost disappointed to learn it was CGI, it didn't look like CGI to me, for some reason, it felt ""plausible"", too beautiful to be artificial. But maybe that is the ground broken by Ang Lee. In 1914, a man shared a screen with a dinosaur, in 1964 one danced with penguins, in 1988, one was handcuffed to a rabbit, in 1993, dinosaurs came back in the form of CGI creatures, their realness was undeniable but it still asked for our suspension of disbelief. ""Life of Pi"" is the only one where the animals are meant to be and look real, that the magic of the film would take a 'normal form' to better fool us.Some would say that God was a creation by humans but maybe the idea of God is so beautiful that humans only tries to make it approachable, like God who used the figure of Jesus, or Muslims when they pray or Hindus with all their Gods. Maybe less than the form of God, is the idea itself, maybe Cinema is like religion or myths, after all, it is all about suspension of disbelief, but for a purpose that is essential to the human soul.","9/10"
"elonmusk-is_a_moron","13 August 2022","Animation wise, this movie is excellent. Dragon Ball movies never looked this good before.I also liked the introduction, revealing more details of the Saiyan life.And the fight scenes were simple wonderful.But a couple of things left a sour taste in my mouth:First, and more importantly, the awful characterization of Goku which started in Dragon Ball Super (Yes, I know Toriyama said Goku is ""not a hero"" like Superman, but there is a line between being a hero, and befriending guys that regularly commit genocide)He is an idiot here. A totally unlikeable idiot with no more thoughts other than ""I must fight strong guys"". So, so annoying.We have reached the point where Vegeta, a former cruel villain from this series, is more heroic than him. If Super continues this path, soon even Nappa would be more heroic than him.The second, is Frieza.I see some fans already claiming Frieza is the ""Joker"" of the Dragon Ball Franchise. For me, that is awful. Look, I do not hate Batman, but one of the reasons of why I preferred manga over the DC or Marvel comics, it's because there is real progress in the stories, the villains (and some heroes) stay dead, instead of keeping an eternal status quo where nothing can never change: This is made purely for commercial purposes; the real reason Batman cannot kill the Joker is not because the writers want to make a profound statement about how ""killing is wrong"", but is made because the editors are afraid of losing the Joker hardcore fans as part of their readership.So, no matter what, Batman can never kill the Joker, and he always keeps escaping from Arkam asylum and nothing ever changes.I hate the status quo from superhero western comics, because it totally squanders any form of character development in favor of endless pandering.So yeah, the last thing I would want for Dragon Ball is to follow that route. I can get over Frieza coming back to life once. I can get over the addition of another Frieza looalike character. So resurrecting him a second time (And by Goku, no less!) was way too much.Worse, at the end of the horrible Dragon Ball Super, he gets away scott-free, and this movie shows him continuing his genocide on the galaxy. And Goku? He simply does not care, and allows Frieza to roam free (Despite the clear warning Vegeta gave to him, about how ridiculously strong Frieza could get just by training a couple of months)This movie, like the horrible, horrid Dragon Ball Super, is just another victory for Frieza. He got away with everything, and they try to pass this as a ""happy ending"". Now Goku is just one step away of being best pals with the same guy that killed all his people.It might sound like nit-picking, but it kinda ruins my enjoyment of this movie, disregard of the positive elements. I cannot stand the new Peter Griffin Goku that only cares about fighting and befriends genocidal tyrants because he is ""not a hero"".But hey, at least the animation was nice. And New good Broly is an ok character.","10/10"
"elvis100020","9 August 2023","Miles Morales continues to be a captivating protagonist, grappling with his identity and responsibilities in a way that feels relatable and deeply human. The chemistry and camaraderie among the Spider-heroes bring both heartwarming moments and exhilarating action sequences, keeping viewers engaged from start to finish. It's a groundbreaking work of art that propels the superhero genre to new heights. With its flawless execution, rich character development, and breathtaking visuals, the film rightfully earns its place as a 10/10 cinematic triumph that will undoubtedly be celebrated for years to come. Need I say more?","10/10"
"email-94961","7 May 2018","The movie has some entertainment value, but don't believe the hype and think you're going to see an intelligent or coherent plot, something innovative, or even something you haven't seen before. Disney/Marvel is riding the wave and releasing movie after movie (rightfully so) to get as much profit while the craze lasts. There's not much differentiating this Avengers movie from the other Marvel movies.","9/10"
