"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"suzasailor","5 April 2023","When I was a kid I remember anticipating the new Super Mario Bros movie... boy what a letdown that was. So this new one had to be good right?I'm watching it with my family, staring at the screen, and feeling nothing through most of the run time. Just bright colors and movement. The problem was. The screenplay is just cliff notes with fan service. The movie should have stuck with the brothers and traveled throughout the mushroom kingdom and other worlds and save the princess. Simple right? But A lot of the time It felt busy and empty simultaneously. Maybe I'm being too hard on a kid's movie? Why should I complain? It's not the 90s Mario movie, right?Wasted potential, that's how I felt. The movie never really took off for me. It didn't have those wow moments that it could have easily had. No surprises, just safe commercial entertainment.Pros:
The visuals and music are top-notch. As a big fan of the games, these elements hit home.Jack Black's Bowser was the best part of the movie. When he is onscreen it's a joy to watch. Luigi and Toad are also very good. There are a few moments toward the end that are exciting too. When the Mario Bros are together, they work... however.Cons:
The bros being separated for most of the movie was one of the biggest mistakes of the film. You get an entertaining Luigi and do absolutely nothing with him. Donkey Kong could've been completely removed as he brought nothing. There was a little too much Mario Kart. Princess Peach was fine but again there was too much of her and we really don't get to know her. For most of the movie, it felt like it was on autopilot and they had a checklist of items that they had to go through. There needed more quiet moments to let the audience breathe in this magical world. It felt less like an adventure/journey and more like Super Mario highlights.Overall, it comes down to the screenplay, which could have told an interesting tale of these Bros' adventure to save the mushroom kingdom, but when you don't really care about the characters and get a movie that takes too many warp zones to the end. You end up with this half-baked film.4/10.","
            4/10
            "
"grantlauzon","4 December 2023","What if he said ""Nobody gets away from General Blue Shell!""Sometimes not explaining something is better. ""He's Mr. Nimbus he controls the police."" It's funny because it forces the viewer to ask how does he control the police or why does it only work on police. It's silly and makes no sense but the suspension of disbelief makes it work.In Mario Kart the Blue Shell power up lets you throw a shell that's blue that flies to whoever's in first place and blows up. In this movie a blue koopa is fighting Mario and after Mario beats him the Blue Shell Koopa says ""blue shell"" and then flies towards Mario and blows up.Why did he say ""blue shell""? He has a blue shell but what does that mean to him or the audience. Audience members who know Mario Kart will know what is happening when he flies forward and blows up. Audience members who don't will see him fly forwards and blow up.If he said ""Nobody gets away from General Blue Shell!"" Then that would add depth to the character that was fighting Mario. The audience would know that he's special in some way. It's like if Naruto looked at the camera, said ""Naruto!"" Then used his Rasengan. Why would Naruto say his name as if it was his signature move? Or like if at the end of Dirty Harry, Harry looked at the villain and said ""Dirty Harry"" then blew the guys head off.It might seem like I'm obsessed with this but this is what the whole movie is like. There's so much detail and texture to this world that it implies a deep history and world building without having any of it. The Blue Shell Koopa doesn't have a name but he felt the need to say or explain or proclaim ""blue shell"" as if it means anything to anybody. Was he trying to impress himself or was it a proclamation that he is of the blue shell family and they are to be feared. IDK.Why does DK have a state of the art Go Kart factory when everything in the Jungle Kingdom is made out of wood stone and gold? Maybe DK's obsession with racing (instead of ruling) is one of the reasons why his father is disappointed in him. It would be cool if that was the case but it's never stated.The world looks like it makes sense to the people who live there but really it's just ""blue shell"" cuz mario.","
            5/10
            "
"TheVictoriousV","7 April 2023","In my review of HBO's The Last of Us, I wrote that we've entered a golden age of the once-cursed category of ""video game adaptations"". A favored explanation for why movies and shows based on games seem to get better is that, well, a lot of the titles that get adapted are already trying to be pretty cinematic, ergo it's easier to translate the characterizations and drama to the screen. (Some parts of the aforementioned Last of Us are shot-for-shot recreations of the game's cutscenes.)But this doesn't account for the hype around adaptations of things like Sonic the Hedgehog and now Super Mario Bros., which were always more about gameplay than story -- especially when they were brand new. We play Mario's games because we want to jump on blocks, drive karts around, and crush turts; not for intricate plotting or enthralling cutscenes. So why is it that everyone had high hopes for the new Mario feature?Well, one big factor is how faithful it looks. The last time we saw the eponymous Italian plumber star in a big-screen release, we got the murky 1993 film where King Koopa was just Dennis Hopper with a knobbly bald cap and none of the creatures looked right (which is to say nothing of the relationship that the Mario brothers -- who were also ""father and adoptive son"" and possibly something more -- seemed to have in that one).The new movie, for the most part, looks unabashedly identical to the games (minus Mario's shrunken keister, the most derided video-game-movie design choice since Sonic's human teeth in 2020). It doesn't stray away from the feel of them just to make it ""work better as a movie"" or whatever (it does make some changes, obviously, but none so bad as, say, giving Angry Birds a backstory involving refugee allegories, interventionist themes, and somehow also clowns). Even that one rap song -- which would normally stick out as a desperate, wannabe-hip, probably studio-imposed addendum -- is actually lifted from a DIC Entertainment/Saban Productions Mario cartoon that many veteran gamers grew up with. There's sincerity to the project.Of course, there are some things that seem like they came from a focus group meeting rather than a creative mind, like the faint girlboss-ification of Princess Peach (Anya Taylor-Joy) and Mario being played by Chris Pratt doing his best Chris Pratt. Now, Pratt isn't a bad voice actor, and boy does he put his heart into that ""wahoo"", but nothing here justifies him being cast instead of, I dunno, Charles Martinet (who does have a cameo).Still, nobody really stands out as a flat-out poor casting choice -- Charlie Day is entertaining as Luigi, Jack Black is heaps of fun as Bowser/King Koopa, Seth Rogen works as Donkey Kong, even Keegan-Michael Key works well as Toad, the lil' mushroom guy. My problems with the movie are to do with its comedy, its rushed pacing, and its unremarkable visuals.This is Illumination Entertainment so it's foolish to expect anything above ""technically well-rendered"" and ""inoffensively cute"", but one feels that Mario deserves better. And we, as connoisseurs of animation, should probably demand more in an age that has given us the likes of Puss in Boots, Arcane, and Into the Spider-Verse, all of them exemplifying energetic 3D animation that looks like it lept from the realm of 2D -- an effect that baffles even my VFX-programmer dad, especially how it's achieved in Puss in Boots, with its anime-esque battles.But most impressive about Puss -- and its effect on filmgoers -- was that it made everyone excited at the prospect of another Shrek movie. Yes, it actually made people want MORE of something for once. And by people, I mean actual people; not social media bots that feign excitement at Disney's zillionth ""live-action remake"" announcement, nor their cognitive equals that run interchangeable Disney fan pages. Even more relevant is Arcane, which is certainly one of the biggest contributors to the consensus ""video game adaptations are cool now"". That was Mario's competition here, not the 1993 attempt. Something that almost exclusively excites fanboys feels like a step back.Will this movie re-sour the idea of video game movies? Not at all. But it likely won't make moviegoers hunger for more Nintendo films the way that Puss made us hype up Shrek 5, either. We'll see. I still observe some of the aforementioned hype, but it seems to be dying down (when it came out, we had our laughs about its low Tomatometer score, as we were urged to take it with a grain of salt since this is the website where Cuties has a ""Fresh"" rating, but even non-critics have begun to doll out negative reviews).My verdict will have to be that it's just a nice little kiddie movie, albeit one that will likely be forgotten by children and manchildren alike. What was I saying? Anyways, did you see those trailers for Spider-Verse 2 and the new Ninja Turtles? Pretty cool, right? I'll see if there are tickets yet!","
            5/10
            "
"brainb-47848","9 April 2023","Super Mario Brothers (2023) is a story about two brothers, who have just started a plumbing business (after quitting working for a competing plumbing company) and must work together with the inhabitants of a newfound realm, in order to save the universe.Whoever thinks that Super Mario brothers had a thin plot was NOT paying attention. Mario goes on what can be described as the hero's journey. Luigi learns to trust his brother (while finding his individual strength). Princess Peach must put her diplomacy and years of combat training to use, in order to save her kingdom, found family, and friends. Donkey Kong learns the importance of humility and friendship. The supporting and (even) background characters were well-placed and well-setup. The movie sets up a possible sequel, in which Mario and Luigi (and the rest will grow even more).This movie packed a great many morals into one story. Such morals include: the importance of family (siblings, father's love, found family, etc...), earned trust, the importance of training and other preparation, doing and eating things that are good for us (even if we do not like them), friendship, perseverance, importance of being able to handle romantic rejection, teamwork, humility, forgiveness, importance of mechanical training, etc...Pros - plot, animation, world mechanics are displayed and told well enough (for anyone new to the Mario world), characters, soundtrack, references were not forced, clean, not ""meta,"" good morals, (part of the first part of the plot reminded me of the 1993 movie)Con - a few of the big mushrooms looked like their red parts were made out of clothThis movie was very well done. I give it 10.5/11.","
            10/10
            "
"chenp-54708","5 April 2023","I grew up playing various Mario games on the DS and Wii, alongside watching ""The Super Mario Bros. Super Show!"", the anime film adaptation and yes, even the hilariously god awful live-action film. The games, films, and shows about Mario and Luigi were part of my childhood and I was curious to see where this one was going. After seeing it, there were fun moments but it was kind of underwhelming.The animation models and color, sound design, and effects are absolutely gorgeous as the colors and style really captures the essence of the world and personality. The character model
designs are really good, particularly Bowser, Princess Peach and Donkey Kong and the soundtrack added is also really catchy. The action scenes like the fight with Mario and Donkey Kong and the kart racing sequence were well-executed and perfectly captures the tone and accuracy of the games. The animation was made from Illumination whom I am not fond of at all but here, they knocked it out of the park and I think it's some of their best animation so far. Throughout, the sound designs were also pretty good.The narrative is okay. I appreciate the narrative and setting remaining faithful to the source material, but I kind of wished the narrative could have expanded and explored itself a little more. I understand it's bare bones because it's for younger viewers and fans but there are so many fun concepts and stories about the Super Mario World that I thought could have been implemented. Surprisingly, the voice performances were a mix of good and kind of bad. Jack Black, Anya-Taylor Joy and Keegan-Michael Key were excellent as their voice performances helped to make their characters interesting and fun. On the other hand, Chris Pratt's voice performance felt wooden and didn't fit the personality of Mario and Seth Rogen and Charlie Day's voice performances were pretty annoying which made it a little difficult to believe a single word from them.The characters remain the same classic characters we enjoy watching and I do appreciate the writers not completely butchering them. The dialogue moments were a little rough, the soundtrack was kind of repetitive, and the humor wasn't great as some were clever but most were pretty bad as if they were written from a SML or SMG4 video. There were many Mario related easter eggs throughout and some were cleverly used but it ended up feeling repetitive as if they are just references rather than to utilize them cleverly. However, the film still manages to not be boring as there were some pretty fun moments.Overall, I appreciate the studio for respecting the source material and it was never boring. But I'd rather stick to watching the original television show.","
            4/10
            "
"whackamolewv","9 April 2023","The Super Mario Bros. Movie was amazing! We needed this movie! The computer-generated imagery animation was amazing! And surprisingly, Chris Pratt did an amazing job on voicing Mario in this movie! And I also found out Chris Pratt is voicing Garfield for the 2024 Garfield Movie, so hopefully he does a good job on voicing Garfield! I honestly get entertained by both Mario and Garfield! Before this movie was announced, I've never imagined Nintendo and Illumination would make an incredible movie like this! It would honestly be funny if Mario met the Minions from Despicable Me because it's an Illumination movie, but something like that wouldn't have to happen because this movie is all about Mario, not Despicable Me. Thanks for this movie!","
            10/10
            "
"NeonRust","5 April 2023","The story isn't deep? It's for CHILDREN!!! It's a Mario movie for crying out loud. It's not FOR you. It's made for children to enjoy but has plenty of references and nostalgia so that parents can sit along and not wanna blow their brains out being dragged to a child's movie.It doesn't need a deep plot for it to be good for what it is. It actually takes the damsel in distress trope of (all) the Mario games and flips it on the head; Luigi is the one captured and Peach is a badass.The worry about Chris Pratt that people had was for naught. He sounds great and it makes sense for the context of the film. All the cast does a great job. If I didn't know Peach was played by Anya Taylor-Joy I would never have guessed. Same for Keegan-Michael Key as Toad. Charlie Day, Seth Rogen and Jack Black are instantly recognisable but that isn't a knock. Their voices fit really well. Especially Jack Black as Bowser. I can't imagine anyone else doing as good a job with the character.The action pieces are super fun, the jokes mostly landed which surprised me, and the film is stunning. Every shot is beautiful. You really buy into their world.The references to the Mario games and just video games in general are perfect and virtually infinite. From sound effects, to the score, to tiny details in the background. It seems there's something every other 30 seconds to have a cheeky smirk at, to think ""I got that"".My main criticism is the pacing. Often today, I find too many scenes to drag on or seem out of place. This isn't it's problem. The opposite intact. I felt like it blasts you over and over with new information. You never get much of a chance to settle and fully admire the joke or the action in the scene.The ending of the film too also reminded me a lot of the second Sonic movie, but that's just the nature of how these adaptions need to be.My other main criticism would be the lack of heart the film as compared to say the Sonic movies. But again, I'm not necessarily the film's target audience. So it's not too big of a complaint.Overall me, my partner and my 4 year old son (dressed as Mario I may add) had a blast with this in the cinema and absolutely look forward to more in the future.And all this comes from a Sega kid who never understood the appeal of Mario until this past Christmas when my son got a Nintendo Switch.","
            9/10
            "
"simianfriday","5 April 2023","This movie was quite a letdown for me. I went in with high hopes, expecting a fun romp with characters I've known and loved for decades, and an enjoyable story to match - something akin to the first Lego Movie some years ago.Unfortunately, the entire movie is like watching a 90 minute commercial / highlight reel. There is basically no story to speak of - it's just 90 minutes of Mario doing Mario things, with some silly jokes thrown in here and there. It will certainly entertain kids - and that's ultimately the point I guess. I was just hoping for something that would also be an entertaining story for long time fans like myself - like the Lego Movie was - this definitely misses that mark and is not something I'd ever want to watch again, nor would I care to see a sequel.The animation is beautiful, some of the jokes do land, the clever references are fun to spot, and the casting is actually not as bad as people feared - Chris Pratt is fine. Not great, but fine. Jack Black, Charlie Day, and Keegan-Michael Key are all quite good in their roles - most of the rest of the supporting cast is also decent, with Seth Rogan and Fred Armisen being the only truly poor casting decisions.Your kids will probably love it - but there's little chance adults will do more than tolerate it.","
            5/10
            "
"moemenamaneman","8 April 2023","Nintendo is very protective of their copyrights and characters, including the game publisher's favorite portly plumber, Mario. If you ask anyone, they could tell you why. In the wave of Nintendo mania, the 80s and 90s were littered with sub-par products to capitalize on their success in the video game market. Things like the oft-lampooned 1993 Mario Bros film and the memetic CD-i games are just a few of the lapses in good judgment the company displayed during this time. Frankly, I don't blame them for playing it close to the chest when it comes to their properties.The Super Mario Bros. Movie is a direct reflection of that hesitance to branch out. It is a product to advertise before all else. Nintendo gave this to Illumination because they knew they were the people for the job. They knew they could produce the most generic, yet profitable ""product loaf"" imaginable. They likely gave the studio three criteria when making the movie: fill it with references, make their theme park look good, and stay in line. Anything else (memorable moments, good story, character development) were all tertiary or not a concern in the slightest. I don't doubt Miyamoto was heading this in the slightest, as any attempt to push Mario into even a slightly new direction or give characters any dimensions at all is thwarted by him.The voice-acting is Hollywood A/B-listers as the main cast instead of real voice actors. Again. What, was SUPER MARIO not enough to sell the movie? Some of the performances are better than others, but it all just sounds so bland. Some of them don't even try to do a voice (Anya Taylor-Joy, Seth Rogan). It really is a shame they don't get people who can actually say lines in a booth properly for these animated ""film products,"" but if that's what they think they need to do to get people in the seats, then whatever. It's far from the worst thing about the movie.The movie's greatest flaws, by far, are its writing and pacing. There were a few moments in this that were genuinely cringe-inducing. It pulls the movie down from pretty average 5/10 kids fare to downright awful. I'm not even exclusively referring to the references they embarrassingly try to mangle into dialogue. There are parts where two characters are just talking to each other that are so stilted and unnatural, that it makes me think this was written in an afternoon without even as much as a cursory look-through. That said, the references are just as unbearable in this. Lines like ""your princess is in another castle"" and ""it's on like Donkey Kong"" made my skin crawl. And they're all said with that smug ""wink-wink, that one's for the REAL fans"" tone. Gives me a headache. I promise you that the guy who wrote Big Mommas: Like Father, Like Son and Minions: The Rise of Gru doesn't care about Mario Bros. I don't really mind the nods to the games (what else do you do with a Mario movie in 2023, after all), but I can't help but see this as a cynical way to drive interest in the 30-to-50-year-old manchild demographic. Consume product, fellow Mario fans.When it's not making surface-level references to the games or other Mario media, the movie rushes through its set-pieces like it's literally racing towards a finish line. The way they blitz through Peach's hack-writer-mandated sad backstory in less than a minute made me actually laugh out loud. The only laugh I had during the movie. They don't even stop to let the new, whimsical surroundings of the Mushroom Kingdom sink in. Mario adjusts so well to his new surroundings that you forget that he's a plumber from Brooklyn in a fantastical new world. Doesn't help that every 10 minutes there's a pop song playing to take you out of it. Another check mark checked off the animated kids film product list.All in all, the Super Mario Bros. Movie relies too heavily on references to distract from its terrible script and boring characters. Aside from a few good orchestral renditions of the classic OST, a handful of okay voice performances, and passable animation, there isn't anything here for you unless you're 10 or you have a shelf of Mario memorabilia and an overpriced Mario Lego set on your shelf. If ""it's a kids movie"" and ""it isn't supposed to be that deep"" are your only defenses for this ""movie,"" might I suggest playing a Mario game instead? They might lack a good story, but at least those are fun.","
            3/10
            "
"natemaid-60751","9 April 2023","I went into the theater fully prepared to like the Super Mario Brothers movie (although reading some of the middling reviews from MetaCritic tempered my expectations somewhat) and I walked away with a resounding feeling of 'meh'.This movie has what I would describe as a breakneck pace, bouncing between mediocre comedy, mediocre action scenes and soulless character moments. All the while sprinkling in iconic tracks from the video games alongside jukebox favorites which do not work at all; playing 'Take on Me' immediately after the Mario Kart theme gave me whiplash, as with a lot of this movie.","
            4/10
            "
"avilesdvd","5 April 2023","Since we waited all those Years For a Mario Movie, This one is An Amazing Surprise, Heck Even Chris Pratt Does an Amazing Job voicing Mario that He did an impression of Walker Boone or The Late Lou Albano voice From the old TV Shows, Luigi has the Best voiced by Charlie day and Peach She blew my Mind and Very awesome that she can do anything, I can't wait to see what Nintendo Movies Has to Offer in store for us I don't care about critics Saying it's bad, All the fans and All of us will Enjoy The Movie No matter What, I'm happy it's a Great Movie that broke 30 years of cursed video game movies!","
            10/10
            "
"JayWolfgramm","24 June 2023","Nobody ever played the Mario Bros. Video games for the story. People play the games for some good simple fun. And there is nothing wrong with some mindless entertainment. So, when Nintendo announced that they were teaming up with Illumination to make this movie happen, it seemed like a solid match. Illumination seems to specialize in mindless films. Stuff like ""Minions"" and ""Secret Life of Pets"" are not exactly accused of being too high brow. And this movie, is exactly what you'd expect from a company like Illumination, telling a story like Mario.How did the movie fare in execution? Well, the animation is good. All movements are fluid, and the character designs are both faithful to the source and a suitable step up in detail quality.The music is also good. At least when it is doing unique movie spins on classic Nintendo music. When it is doing some tired pop song it feels out of place. The ""Peaches"" song is pretty sweet. And while I'm on that point, Jack Black is great at Bowser, no notes. He is both parts intimidating and funny.The other voice actors do...fine. Nothing spectacular but nothing awful. With the exception of Fred Armisen does not fit at all for Cranky Kong.The movie has a handful of jokes that work, but for the most part they could have used a power up. The movie goes at a breakneck pace, never giving their audience time to breath. The idea being that if the story goes fast enough, none of the children will get bored. But from my experience, I watched the film with 3 kids, ranging from 4-10, and they were checked out by about the hour mark. So, from my experience, the movie didn't even deliver for its target demographic.I mentioned that no one plays Mario for the story. Well, that is the difference between a video game and a movie. A video game can be mindless fun, because the player is the one going on the journey. The movie does not have that same luxury. What has helped Mario be the top of the video game world for all these decades is the fact that his video games are revolutionary. ""Super Mario Bros."" or ""Super Mario 64"" were both huge leaps forward in the industry. This Mario Bros. Movie does nothing game changing. It follows the same formula of so many other kids' movies. Some fun, but when this game is over, I don't want to press to continue.","
            4/10
            "
"mrashtastic89","9 April 2023","The Super Mario Bros movie might be the worst video game to movie adaptation I've ever seen in my life, it is legitimately terrible, even as a massive fan of the games, I left this movie just wondering why I wasted my time.They got everything, and I mean everything wrong, since when would Mario team up with donkey Kong? Why would bowser play piano in any way, shape, or form? (That was the only good part of the film), who thought it was a good idea to have Chris Pratt voice probably the most iconic video game character of all time?Back to that, Chris Pratt was legitimately horrible in this role and I didn't laugh even once, heavily being carried by Jack black and the peaches love song.F.","
            1/10
            "
"the_edmasta","5 April 2023","Simple story, great animation. All I wanted from a Super Mario movie was a big nostalgia hit, a fun, funny and beautiful movie, this hits all the notes I expected!! It's amazing to be fully immersed in the Mario world. All the voice acting is on Par, Chris Pratt as mario really didn't bother me at all.Yeah the story is simple but iv never played a mario game for it's cutting edge story, for me they done well to fill in the movie with excitement and fun despite its weak story. It had all the parts of Mario we've all grown to love. It's a great start and I really can't wait for a Nintendo universe and a sequel to this movie!!","
            9/10
            "
"Mork_the_Borg","8 November 2023","Overall it's an okay movie, but not really much more than that. Could only rate it a 5/10, which is a shame really as I expected so much more from this movie. After giving it some thoughts I decided there are two reasons why the rating is lower than expected. The first one is the voices of the characters. With the exception of the highly depressing fire-spark sitting in its cage (or whatever it was), the voices seem mostly a rather bad choice. Think this might be related to the fact that the movie is trying to stay too politically correct by not stereotyping Italians, although really... serving pasta with mushroom sauce. Mario and Luigi should have had real super-strong Italian accents (Izze me di MA-rioooo fromme di Pizzaaaaaasss). The second reason is the lack of humour, the humour from for example a Shrek movie. Clearly Mariobros is not suitable for small children, and hence should have adapted itself to a much more mature audience. It kind of felt as flat as a Ghibli movie without the artistic feeling that Ghibli movies typically have. Maybe it's a Japan related culture thing, but honestly they should have hired some Brits to add some more spark to it. So, the movie wasn't bad, but it certainly wasn't great either. Anyways, that's my two pennies worth.","
            5/10
            "
"eoinpgeary","5 April 2023","I had an absolute blast with this movie.It is 1hr and a half and feels like 40 minutes, time blows by as there is no real dragged out moments, we get back stories for different people and they are literally perfect timing.The whole accent thing with Chris Pratt being mario surrounded this movie and it's hard to see anyone being annoyed by it, it's addressed and it's funny, and it sounds good, all of the voice actors were good, I thought Mario and Luigi were fantastic, Jack Black as bowser was so good, in my opinion the best and had some of the funniest scenes, also Seth Rogan as Donkey King was very good.I don't really have anything to complain about. It's a kids movie that I feel all ages will enjoy, LOTS of jokes and about 90% of them I found funny and did laugh out loud a few times.I would have liked a bit more Toad, other than that yea I can't think of what I didn't like hahahha The movie is a good 7.5 but I'm rounding it to an 8 :) That may actually be it, another watch maybe, always a good sign I know I'll watch again just after seeing it.","
            7/10
            "
"Slarkshark","28 April 2023","Major reserves heading into this, but I can honestly say it wasn't bad.Some questionable choices for the voice actors. Chris Pratt was actually okay. Jack Black was great. I would not have chosen Seth Rogan as Donkey Kong. He was good as Pumbaa, but as DK he was just Seth Rogan. Anya Taylor-Joy was fine as Peach, but of course they couldn't make her the damsel in distress. That's like so yesterday.Story line was decent. You got doses of Mario and Luigi through the years in many parts throughout the film, whether it was 'Luigi's Mansion', 'Mario Kart', or simply the older Super Mario games.Saw it with my 5 year old and he had a blast, so at the end of the day, mission accomplished.","
            7/10
            "
"AvionPrince16","5 April 2023","So i just saw the movie in the cinema and i need to say that im pretty disappointed. The movie just give a lot of references to all the mario games and others nintendo games ( mario kart, donkey kong.). But i need to say that i still dont understand that they made Brooklyn and made Mario and Luigi lived there: why? Wasnt supposed to be more easier to make us dive into the Mario world directly: i found that choice really off topic and dont bring anything except a waste of time and to know Mario parents dont really interested me at all. I mean the animation was really gorgeous and the animation work pretty well but i feel that movie was an interesting experience visually but the plot and the quest that didnt really find it interesting to be honest and was not necessary. And to see them talk take me time to dive into the movie. I found the comedy moments ok. It was not really funny but the comedy is still there for people who interested in this. We have basically a movie who give a multiple references without really keep out of their comfort zone like usually with nintendo games. It was ok but i just liked it mothing more and nothing less. An interesting visuals and animations but nothing more. A movie to see with the family for sure.","
            5/10
            "
"TheBadGamingBoy","5 April 2023","The short version of this review is that it's just about everything a Mario film could be. The long version? Read the review to find out.I'll start with the story. It's a very simple plot. Mario & Luigi fall into the Mushroom Kingdom. Luigi is captured by Bowser and Mario has to rescue him. What you saw in the trailers for this film is exactly what you get. Something simple. Despite this, the film still has depth to it. I'd say a lot of the depth comes from the chemistry between Mario & Luigi as well as Mario's clear growing feelings for Peach. If you're going into this expecting it to be the next Godfather or LEGO Movie. Don't. Temper your expectations. This does not have an Oscar worthy plot. But that is a point for the film simply because most mainline Mario games had never been heavy on the plot.Next, we'll talk about the most controversial aspect. The casting. I'll start with Chris Pratt. As somebody who was vehemently defending him leading up to the film, I was genuinely surprised by his performance. His take on Mario is really really good. Keep in mind. This is NOT the Charles Martinet version of Mario. And it doesn't try to be. This is another version of Mario. Like Lou Albano or Walker Boone. And it works really well for the film. At worst, most people will view his performance as ""okay."" At best, most people will view his performance as ""really good."" But it is not bad. He is not dull in the slightest in the film. The trailers did not do him justice.Now the rest of the cast as short bullet points since I don't want the characters to be too bloated.Charlie Day as Luigi: He sounded really good. He was always perfect casting for Luigi and this movie really reaffirms that.Anya-Taylor Joy as Princess Peach: She sounded really good as well. A lot of people were concerned about how Peach being an action hero would take away from her soft and kindred personality. But that is absolutely still intact. It's just another side of her we've only ever seen in spin-offs.Jack Black as Bowser: Best cast member in the film. Sometimes he'll slip into sounding like Jack Black, but that does not affect his performance in the slightest. He still sounds incredible and is clearly eating this role up.Keegan-Michael Key as Toad: He sounded really good. The voice is definitely a Toad voice, but it works for a movie. Nobody is gonna wanna listen to the ear stabber that video game Toad is for an hour and half.Kevin Michael Richardson as Kamek: As somebody who's known for doing really deep voices usually, this performance as Kamek is literally pitch perfect. What little dialogue he has is actually incredible and I couldn't think of a better voice for Kamek in this film.Seth Rogen as Donkey Kong: Seth Rogen is good in this film. I think his voice actually really suits Donkey Kong, but I do believe that some people will be put off by the fact that this is just Seth Rogen.Fred Armisen as Cranky Kong: If I had to choose a weak link in the cast, it is Fred Armisen. He's not bad, but he could be much better.Sebastian Maniscalco as Spike: He wasn't in the movie much, but his voice fits Spike really well for the take they go for in this film.All the supporting actors also do really well for what they're given and Charles Martinet's Cameos in the film are just beautiful and an exciting thing to hear.Objective Broad Conclusion: This film is really a fun family movie. Not everyone is gonna be as into this film as Mario fans will be. But this is still a rather fun time if you're not a Mario fan. 7/10Objective Mario Fan Conclusion: From a video game movie adaptation standpoint, this has set a standard for what they should be. This was a really really good film that is almost everything a Mario Movie should be. Some Mario fans will be put off by Chris Pratt. But at worst, his performance is passable. 8/10Subjective Personal Conclusion: This film is perfect in almost every sense of the word and is my all time favorite film. 10/10.","
            10/10
            "
"jviaes","9 April 2023","This movie was a lot of fun. My 9 year old and I loved it.The animation was superb, the story was very entertaining, and there were moments my mouth was open and I was leaning forward in awe. I may be hyping it up more than it actually is, but I want to have more movies like this.Starting with the animation, very detailed and carefully done. You could see the detail in the fabric of all the clothing, especially the shy guys. There's a sequence where they're traveling under the city of Brooklyn and the water was so realistic. I loved when they got to the ""Mario Kart"" portion because they did not skimp on the details.The story was excellent. They started Mario and Luigi off with humble beginnings and even included their family. There was an actual build up to the adventure which helped buy into the story. Though it did not stick necessarily to the traditional Princess Peach needing rescuing from Bowser, Mario was still his own hero and rose above the put downs being placed on him by Bowser and others. What gave me chills was at the end when Luigi helped Mario and they teamed up to beat Bowser. It was very heartfelt and epic.Though Princess Peach wasn't the traditional damsel in distress, it was evident none of this would have resolved without Mario. Princess Peach was still the apple of Mario's eye, but his brother was also very important to him.Lots of little Easter eggs (I think the Game Cube ring tone may have been my favorite).Two end credit scenes, but really hoping they do more that is at this level.","
            10/10
            "
"HardLight","16 April 2023","You get the slurry that is churned out of the literal conveyor belt that is Hollywood Studios these days and the latest variant of distilled rancid gutterleavings is this movie.Spoilers incoming because I need to have them.The only thing Illumination got right in this movie is the bright colours and character designs, everything else outside of that is dross. We start with an insult to the 80s cartoon and it only gets worse from there.Story makes no sense - why would Bowser keep people alive after capturing them? The only one he ever did was Princess Toadstool and that was for kidnap and ransom purposes. There's no point to Luigi and the variety of other characters being held in cages other than to do the issue this movie is full of.References.I don't go to a movie to say 'oh yeah, I know what that means' I go for a story and there isn't one here.Musical Numbers that of course would be in there because of course there's going to be, in a MARIO MOVIE. When was the last time you thought of Mario and singing? Never. But certain people are in this so of course there's going to be times where he just needs to break out into impromptu vocals that aren't needed.Like I said at the start the only thing this movie has going for it is the visuals as they're massively on-point, its bright, colourful and works with the idea of Mario games and is more than anything just an advert for all the various Mario related games at once and who needs an advert for a Mario game, the name recognition has more scope than the Pope these days.","
            2/10
            "
"cschultz-88922","9 April 2023","Great movie to bring the kids to; no chance of an uncomfortable conversation afterwards that you weren't ready or planning for. I really enjoy the depressed star and cat suit scenes. Jack Black blew me away, Chris Pratt was okay, Seth Rogan was terrible. I hate that these studios feel the need to put celebrities in kids cartoons; typically these narcissistic idiots blab on interviews or social media and turn people off from watching their movie. Just give me one famous actor or actress with a unique voice as an easter egg for me to figure out; none of my childhood cartoons had famous voice actors.","
            9/10
            "
"genniecooper","31 December 2023","I was really looking forward to this movie. My sister and I loved the SNES games in the 90s and also had the Donkey Kong games. This was such a let down.The Mario games weren't all fighting. It was a puzzle based platformer where you had to bonk enemies in the head. What is this? It's like a Tom and Jerry cartoon. There's no humour. It was boring. Just chasing and fighting and not much fun.I don't know what else to say about it, but I've got to write more. I just want the world to know how sad and disspointed I am. I guess I'll just have to go play some old games to cheer myself up.No Yoshi :(","
            1/10
            "
"sherriebear-04208","25 August 2023","It is a cute movie that does have some great references to most of not all Mario and Donkey Kong games. It was fun if you ignored the fact that the changed a lot of the elements that make Mario. Mario generally rescues Peach, not Luigi. Didn't follow any of the cannon story of Mario. Pratt is not the voice we love. Did they choose to state he was faking the voice all these years because Pratt couldn't do Mario the whole time? To loose a great voice actor over a subpar movie because you needed a name to drive up revenue was not the answer. It was just step for cheap lines. Jack Black was a welcome addition.","
            4/10
            "
