"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"Special-K88","7 September 2023","For likely no reason other than a quick cash grab, famed archaeologist and adventurer Indiana Jones is on screen yet again to do what he usually does: track down a MacGuffin, in this instance being the Archimedes Dial, an invaluable artifact possessing Antikythera properties. In 1969, crotchety old Indy is beset with varying personal problems, but still attempting to educate a younger generation of students until he's needed for the latest search. Oh yeah, they threw in a goddaughter for Indy, presumably to raise the stakes. A bit of nostalgia early on, but really brings nothing to the table afterwards...Mangold has a proven track record as a director, but it's unclear what he's trying to accomplish here; there isn't an exceptional story, there's little to no excitement, there's not even a truly adventurous feel which was such a key component in all of the original films. Even at his advanced age an elder, quippy Ford is still quite engaging to watch, and there are some new characters, too bad they aren't interesting and exist only to service a manufactured plot. There's action, banter, globetrotting, nice scenery, some callbacks, and other stuff, but in terms of pure entertainment where's the true value in any of it? How's this for an idea: instead of dragging down established and iconic cinematic characters in a cynical attempt to try and score big bucks with contemporary audiences who weren't even alive when they originated, just make a new movie altogether. **","
            7/10
            "
"Mischief810","3 July 2023","Worth the ticket price, but still not up to Indiana Jones standards. Granted, this is a very high bar but this film doesn't seem to make much of an attempt to reach it.I frankly believe that Phoebe Waller-Bridge was the wrong actress for this part. Ms. Waller-Bridge simply cannot abandon the sarcastic, quirky characters she has played since forever. She's not dreadful here, but neither does she click like Karen Allen in Raiders or Kate Capshaw in Temple. I also believe that the development of the relationship between Helena and Indy is better suited as part of a post-Indy straight-to-streaming drama flick. It's just out of place here.Mads Mikkelsen is outstanding as a bad guy. The fact that his performance exceeds that of the leading man and leading lady is telling.I cannot be the only film lover who has noticed that the Disney Co. Has done little to improve the quality of Lucas content. It feels like the franchises born in the 1970's and 80's are now just being milked for revenues while the corporate office insures that it scores political popularity points. The quality of the art suffers when the art is no longer created for the art's sake.I do still think the movie is worth the ticket price but it really could have been so much better.","
            9/10
            "
"oskar-nyman","28 June 2023","+
The action was good, the villian was good.The intro scene was pretty atmospheric.%
The deaged Indy looked best in the first shot we see him in, its the shot from the trailer but a little better, maybe because of the better bitrate. Later it looked not as good, some shots were ok, some looked like a low resolution ps4 game. I guess the first shot is the most important one to sell the effect tho. Maybe it looks better If you see it in non imax. Its cool that this kind of technology exits but it is not perfected yet. In Crystal skull, they hid the face when it was a too complicated shot to digitally reface the stunt double. Here they that too but in some shots they used cgi and it didnt really blend well all the time.The soundtrack was ok but like in SW Ep 9 there wasnt really any memorable parts. You recognized some reused tunes here and there from other John Williams scores.Maybe Im slow, but why didnt they go back to the river where they dropped the artifact in the beginning?-
I feel like Indy was underutilized in this movie, in favor for his god daughter. He didnt really do much except for maybe a bit in the opening prologue that made me go ""Indy frack yeah"" while the theme plays. Atleast Crystal skull had that.There was a line that the villian says when talking to Indy, among the lines of ""people dont care about men like us anymore"". Was this some kind of meta thing? This sums up the problem I had with this movie:
I watch Indy because I care. I want to see Indy be the rock star, he is a bit older now which they acknowledged, so maybe he cant physically do everything anymore, but he is older and should be more experienced. I watched it because I wanted to see Indy as the hero, not his god daughter.It wasnt wrong seeing Indy as the grumpy old grandpa but at the end I felt like he should have been utilized more as the hero.","
            6/10
            "
"amca1960","9 July 2023","I didn't hate this film, but I enjoyed it far less than I expected to. (I enjoyed it more than my partner though, who fell asleep during it.) But it was still far less than it could have been.On the plus side: Harrison Ford is still amazing, and can easily carry off an action adventure. There are the usual splendid scenes of Indy fighting on all sorts of moving vehicles. The baddies - Nazis - are easy to dislike. Ethann Isidore as Teddy was simply wonderful - I wish more could have been made of him.That being said, there didn't seem to be anything really new and exciting about this film. Almost all the action scenes we seem to have seen before: cars and motorbikes with sidecars; trains; it's all been done before. A nice touch though was a wild ride through Tangiers on auto-rickshaws - who knew that these little cheap vehicles were in fact turbo-charged and built (to judge from the battering they received) like tanks?The supporting characters were weak. Phoebe Waller-Bridge as Helena Shaw was a poor foil; you couldn't work out if she had any depth at all; she kept saying (even if it wasn't true) that it was ""all about the money"". She simply wasn't a sympathetic character. Mads Mikkelsen as the Nazi Jürgen Voller again played his cards very close to his chest (as it were), delivering most of his lines in a sort of guarded mutter that was at times hard to understand. At no time did he exude any sort of air of malice. It was as though he simply had a job to do; he made for a boring villain.And the humour - always a nice touch in the best Indiana Jones films, was here in very short supply.One of the delights of Indiana Jones films is the inventive ways in which the villains meet their end: recall the melting scene towards the end of Raiders of the Lost Ark; the way that Donovan ages to dust in The Last Crusade. In this film, though, Voller simply dies in a plane crash (albeit in Ancient Greece) - a very prosaic end.And of course - like so many current films - it was too long for its content. Half an hour shaved off and a tighter direction may have made for a better and more disciplined film.My partner, who's Tamil, said that it was a masala (mixture) of a film, and totally lacking in Bollywood singing and dancing. Come to think of it, he's quite right.I'm sorry to see the Indiana Jones films end with this one. It could have been so much better.","
            1/10
            "
"justahunch-70549","30 December 2023","The world could certainly have lived without this 5th sequel to a great movie, but it's far, far better than the last one and it has quite a few merits that I really wasn't expecting. Plot wise it's just more of the same hunting and fighting for antiquities with the Nazis with a tomboy female sidekick to assist along with a small kid. That sidekick is this film's secret weapon. Phoebe Waller-Bridge is just made for this and she is a delight throughout. I was initially very turned off by the idea of de-aging Harrison Ford, but it is very well done and while it occasionally briefly looks unreal, for the most part it works well. I don't approve of the process, but that's for another discussion. It kind of makes me sad that that person doesn't exist anymore, but the whole movie is about nostalgia and action which is just about nonstop from beginning to end. I haven't any idea why Antonio Banderas is here in a teeny tiny role of no significance. Has the feel of parts being left on the cutting room floor. What can I say?! I expected to dislike it and I found it quite enjoyable and I assume, as well as hope, that this is the finale!","
            9/10
            "
"Yanksmoviecritic","19 June 2023","This movie feels like an Indiana jones movie, that's the best way to put it. Indiana jones here is in his late 70s so he can't do the stuff he used too. It's definitely more character driven and even a little glim and darker at times but I enjoyed that. There are still very cool action and set pieces that bring back nostalgia from the first 3. The opening sequence is awesome and I can't wait to rewatch it. Just pure classic indy. Helena's character here isn't bad, it's kinda like Marion from raiders in a way. This movie may not be on the level or raiders or crusade but I think it's still a very very enjoyable adventure.","
            7/10
            "
"imtiazgafoor","6 December 2023","The much-anticipated latest installment in the Indiana Jones franchise left me with mixed feelings, leaning towards disappointment. As a long-time fan of the adventurous archaeologist, portrayed by the venerable Harrison Ford, I couldn't help but sense a certain staleness in the narrative and execution of the film. The playful charisma of the action is mismanaged, the discoveries of ah-ha moments are redirected to the lackluster costar, and scraps for Indy.The film attempts to recapture the magic of its predecessors, blending action, archaeology, and a hint of the supernatural. Harrison Ford, reprising his role as the iconic Indiana Jones, brings his signature charisma to the screen. His portrayal is still compelling, capturing the essence of the character that has become synonymous with daring adventures and narrow escapes.However, despite Ford's commendable performance, the plot feels like a hodgepodge of recycled elements from previous films.The introduction of new characters is an attempt to inject freshness into the story, but it falls short of making a significant impact. These characters lack the depth and complexity that made the original supporting cast memorable. The chemistry between Indy and his new companions feels forced, unbelievable, their motivations are thinly developed, making it challenging to invest emotionally in the new characters. Basically, over emphasized and exaggerated people we'd expect to be cast aside by any true to the character intelligent indy.One of the glaring issues with the film is its pacing. The action sequences, which were once a highlight of the franchise, now border on cliché. The film seems to rely too heavily on nostalgia, recreating iconic moments from earlier movies without adding any meaningful twists or enhancements. The result is a sense of déjà vu that diminishes the excitement and leaves the audience craving something truly innovative.Furthermore, the film struggles to find a balance between paying homage to the original trilogy and forging a new path. The nods to past adventures often come across as forced and disrupt the flow of the narrative. It feels as though the filmmakers were more focused on recreating the magic of the past than creating a compelling story for the present.Visually, the film is a mixed bag. While the cinematography captures the exotic locales and intense action sequences, the use of CGI at times feels jarring and out of place. The practical effects that were a hallmark of the earlier films are overshadowed by modern technology, robbing the movie of the tangible and gritty feel that defined the Indiana Jones aesthetic.In terms of the storyline, the mystical artifact at the center of the plot lacks the intrigue and mystique of previous MacGuffins. The quest for this object feels more like a checklist of Indiana Jones tropes than a genuine exploration into the unknown. The lack of a compelling antagonist further weakens the narrative, as the stakes never feel as high as they did in the earlier films.In conclusion, while it's always a challenge to meet the expectations set by classic franchises, the latest Indiana Jones installment falls short of the mark. Despite Harrison Ford's valiant effort to bring his iconic character to life once again, the film suffers from a lackluster plot, underdeveloped characters, and an overreliance on past successes. Die-hard fans may find moments of nostalgia, but overall, the film fails to capture the essence of what made the original trilogy timeless.","
            1/10
            "
"RussHog","1 July 2023","Indiana Jones 5 sucked. It's not as offensive as the fourth one, but in a way...it's worse. Like how Disney Star Wars sequels are worse than the shockingly incoherent prequels. The opening scene is kinda cool and is the only part of the movie that feels like a classic Indiana Jones film. It might be worth it just to see the opening scene but that is about it.The biggest problem with the film is the co-star is so annoying and Indiana Jones becomes a second fiddle sidekick in his own movie - and he loses all of the spark that made him such an incredible hero in the first three films. This really should have had Shorty from Temple of Doom and it might have sucked less.Really, between aliens and time travel - I don't know how much more you can mess up a franchise that so beautifully made the ancient cultures of the world so mysterious and powerful - and they were truly the stars of the film.I'm glad Indy got one final film that isn't Crystal Skull, I'm just sorry that it had to be The Dial of Destiny.","
            6/10
            "
"UniqueParticle","30 June 2023","Lately I've had a kidney infection yet still wanted to see this since my pain slowed down and so much of it is worth it! The only Indiana Jones film not by Steven Spielberg that was very well directed by James Mangold. I love a couple films by James especially Identity and Logan so that made me even more intrigued on top of how I reviewed the other Indiana films in the last few weeks, crazy how the first one came out 42 years and 2 weeks ago. This is a great entry from start to finish, Harrison Ford is magnificent throughout and so is the exhilarating action. I'm quite impressed how John Williams is around 92 and still does the music. I highly recommend this gem to anyone!","
            7/10
            "
"Xstal","2 July 2023","If you'd never come across this bloke called Jones, you may think what is this wonder you've been shown, as the start is quite outstanding, it's enthralling, and enchanting, an adventure that's quite rightly overblown; it continues in a vein you've seen before, almost as if you're witnessing one more encore, lots of links to stories past, repeating memes come thick and fast, familiarity means it's just not quite top drawer; but it's better than the Skull that was a cull, on a par perhaps with Doom that was a lull, Crusade and Ark were different league, full of scheming and intrigue, you won't feel empty, but for sure you won't feel full.","
            6/10
            "
"mkivtt","3 July 2023","This movie was terrible. Is starts out well enough with maybe 15 minutes of action with a de-aged Indiana Jones fighting the nazis at the end of world war two.Then it all falls apart. Fast forward 25 years and Indy is a bitter old divorced loser who has nothing to live for and nothing to look forward to. But wait, here comes his goddaughter (from a supposed best friend we never knew about until now)! She's smart, much smarter than this pathetic old man. She's snotty. She's arrogant. She's beyond annoying. Kathleen Kennedy, is that you???So yeah, for the rest of the movie Indy serves as the pale reflection to make this annoying woman look good. He's stupid and slow, she's fast and smart and strong.To add insult to injury, they bring back Sallah from the previous movies (Gimli from Lord of the Rings) for a few minutes. He wants to adventure with Indy, and asks if he can join him. Wouldn't that be great? That's what fans want to see! But nope, the writers can't let that happen of course. It would take away from their annoying stupid new main character, the snotty girl! So Indy tells Sallah to get lost, and that's the last we see of him. Pathetic.If Disney thinks this kind of drivel is what fans want to see, they're mistaken. Nobody wants their childhood idols toppled and made into pathetic old fools, who were never even good to begin with apparently, says Disney. Nobody wants to see your annoying virtue-signaling messaging, your Mary Sue replacement characters, your bad CGI, and your obvious seething hatred at having to make a movie in a franchise that you either despise or don't understand, or both.May Disney lose hundreds of millions on this piece of fan disrespect.","
            7/10
            "
"Eric266","12 December 2023","It took me four separate viewings to get through this movie. It did get better, but its not a great movie by any means.The first 20 minutes are about as good as any other parts of the series. But then the next hour is grating. The dialogue is amateurish and the action scenes are so contrived its like they had several set pieces in mind and just needed to fill in gaps to get from one to the other. Lots has been written about the Helena character played by Phoebe Waller-Bridge. She annoyed me very much in the early parts of the film, which is why I kept turning it off. The last 45 minutes or so, her character tones down the annoyance factor and she's a decent addition. Had she played the character that way from the beginning, I think a lot of the hate would have been diffused. It wasn't a character arc. There was no situation that made her stop being annoying. She just stopped being annoying. Its like they wrote scenes for two separate characters, one who would be killed off, then changed their minds and combined the scenes/dialogue into one Helena character.During the iconic scenes of the red line crossing the map as they traveled the world, someone decided NOT to include the theme song. I mean, WTF!?Indiana Jones deserved a better send off than this. It wasn't terrible, maybe a bit too long and the direction was weak, but it still can't match the previous entries. It was missing the element of fun and adventure from previous entries and that is what really turned me off. It just didn't match the escapist tone of the earlier movies.","
            9/10
            "
"sanjubhat","7 December 2023","Film Review: Indiana Jones and the Dial of Destiny streaming on Display+ Hotstar
( Only for those who missed watching it during its theatrical release in June 2023)Set in 1969, the film follows Indy Harrison Ford) and his estranged goddaughter, Helena ( Phoebe waller- Bridge) , who are trying to locate a powerful artifact before Jürgen Voller ( Mads Mikkelsen) an ex-Nazi scientist, uses it to alter the outcome of World War II by traveling back in time. Will Indy be able to save the world once again !!The fifth film of the Indiana Jones franchise and the final one. Unfortunately this film should have been a fitting farewell to the legend.. but alas it isn't !!This is the only film that hasn't been directed by Steven Spielberg and conceived by George Lucas and it shows !!To cut some slack to the makers , it isn't a total dud . But the adrenaline rush moments that made us a fan of the franchise in the first place are sorely missed. The plot is insipid and the climax could have been more tense and gripping!!However the first 25 mins with a younger de-aged Indy ( with AI and other special effects) in an action scene set in 1944 is probably the best part of the film !!For die-hard fans of the the Indiana Jones franchise, a decent one time watch and a time to say goodbye to Harrison Ford who has been essaying this role since the 80's!!Going with 2.5 stars out 5 with a 0.5 star for Harrison Ford who gives it his all .... Adios 🙂!!#sanjuzzreviews #indianajonesandthedialofdestiny #HarrisonFord #DisneyPlusHotstar #MadsMikkelsen #indianajones.","
            7/10
            "
"jasonperronesr","10 July 2023","This movie is 100% action, 0% story, 0% heart. The only way this qualifies as an ""Indiana Jones"" movie is that it features Indiana Jones. Other than that, it's just mindless action with no story at all. It was a mistake to have an Indiana Jones movie not directed by Steven Spielberg. Even John Williams' heart was clearly not in this. For a while, I was wondering if he even did the music. Just disappointing on many levels. The whole beginning of the movie was unnecessary to the story. It could have just as easily been something mentioned in a conversation between two characters. And all of the artifacts that Indy ever dealt with, the Dial is the most pointless.","
            1/10
            "
"silicontourist","27 October 2023","It just lacked that Stephen Spielberg fantasy magic dust that made all the previous Indiana films so magical. I did however still enjoy watching it (though I agree with one of the reviewers that it was overly long for what it offered up).It lacked good jokes and humour and the script was a little scrappy and unsure, in that you never get to know any in depth background on the Dial of Destiny itself. Explanations, in films of the last few years, have been very lacking and downright diabolical stupidity of the scriptwriters; and the directors. Ford does his best and holds the film together but other than the films opening 10 minutes or so, it lacks the usual slow build up of dastardly craziness, funny people, actions and events that we have become used to in the previous outing.As a huge fan of Indiana Jones I still enjoyed it well enough that I could watch it again but, to newer viewers It may be found to be wanting in large parts of the story.","
            8/10
            "
"aciarleglio-1","1 July 2023","First of all the people saying it didn't need to be made, I will never understand why people can't just enjoy more movies on characters and themes they love. I feel like people always have this ridiculous level of expectations. It's Indiana Jones!!! It's adventure... It's action... suspense.... FUN! Remember when movies could just be fun without every part if it being ripped apart by couch critics??? That most likely have 0 creativity themselves. I really get disgusted by the fact that people can't just enjoy films for what they are. Entertainment. I thought this edition of Indiana Jones was exactly what I hoped for. Fun. Adventure. Nostalgia. Treasure. Borderline mystical. Great job to everyone involved making it. Now I hope they find a way to bring back a version of Indiana for future adventures. I don't care about people that complain about leaving alone what has been already done. I want more adventures. Much like James Bond, we can have more adventures even if it's not the same exact actor. Or create a new character to take up where Indy left off. Just lets have more adventures to remember.Just one real fan's opinion.","
            6/10
            "
"MFC9","29 June 2023","The news is very good. Not really an achievement to beat Crystal Skull, but this film smashes it. The opening sequence is sensational, with the CGI at probably 90% realistic vs 70% in Rogue One. It is still, unfortunately, very distracting. Fleabag fans will allow PWB plenty of goodwill, but she is borderline annoying at times. Disney are almost certainly eyeing a franchise for her, no matter what they say. Harrison is in brilliant form and delivers precisely what you expect. Nice Easter Eggs littered throughout and the best villain since Temple of Doom. Solid, satisfying and very enjoyable 7/10.","
            1/10
            "
"lavaside-60237","29 June 2023","An archeologist/adventurer who goes after religious artifacts.That was Indiana Jones.And it was a formula that could have easily had 20 films like Bond, with different actors taking up the helm as Indy - that we all argued over who was the best at it. Still going to this day.Instead, they stopped after Last Crusade - and that is why we get aliens and time travel cash grabs, 30 years later.Modern corporate America can't do anything great. They've proven it time and time, again. This was all inevitable.Instead of using their influence 30 years ago to become corporate America - the greats all bowed out; and allowed corporate America to be controlled by a bunch of factory line, unimaginative college kids.American exceptionalism is over. The college kids have clearly built a wall around their tower, where the truly creative need not knock.","
            7/10
            "
"vishwatej286","1 July 2023","Indiana Jones Character is one of the Iconic Character ever made in the History. Harrison Ford played the character for over 4 Decade. And he still has fantastic screen presence at his 80's age. This is the 1st time James Mangold has directed an Indiana Jones movie. Previous Indiana Jones were made Steven Spielberg and George Lucas. Although James has directed for the first time, He still did a great job in Direction.This movie can't be compared with with 'Raiders' and the 'Last Crusade'. As per my point of view, Those two movies were masterpiece. But still 'Dial of Destiny' stands as its own because the story take place in Later age of Prof. Indiana Jones with changes in culture and Technology and his age. This is the first Indiana Jones movie which is longer in story line, locations where the story takes place and more action than any previous Indiana Jones movie ever made. This is the last movie that John Williams ever composed music.There are Few drawbacks;
(1) You will miss Spielberg direction Style and Action sequence.(2) In the Climax sequence the story gets little carried away.(3) Few actors makes Cameo but very less impact in the story.Phoebe Waller Bridge is the new entry as character in Indiana Jones movie. And she really pulls off the character. Mads Mikkelsen as always f*ing great. He can act any character without agitation.Overall ""Dial of Destiny"" is a very well made action Adventure movie as per Indiana Jones franchise.It Deserves 8/10.","
            6/10
            "
"olivasevan","1 July 2023","Pros:
Good opening sceneSome references to past Indy filmsSalah!!!Cons:
Movie gets way too crazy at the endCould have cut out a lot of scenesAction scenes are the worst in the franchiseA lot more cons but I don't want to beat a dead horseCrystal Skull was a much more structured film than Indy 5, which is kind of unbelievable. If you thought Crystal Skull went full Fast and Furious batsh-t crazy with the third act, just wait until you see the end of this one! I'll go see the movie again because I'm a Indy diehard, but unfortunately I'm not really looking forward to it. I didn't expect much out of this film with Disney being at the helm anyways.","
            6/10
            "
"loufalce","30 June 2023","I'll save you the time. Disney defiles everything they touch, and this is the prime example. This junk movie is exactly the mess you were expecting. The critics have spoken, and they re right. You can almost feel sorry for this mess if it were not for Phoebe Waller Bridge, possibly one of the most annoying actresses today. She tries to upstage Ford with practically ever line she utters, and she is just plain obnoxious in a very patronizing way like your left wing, trust fund cousin (fill in her name) that you can't stand. 80 year old Ford himself doesn't fare much better a a broken, boozy Indiana in his twilight years. His CGI 'de ageing' scenes early in the film have a very disturbing creepiness about them. This film was in development hell for three years and it shows. I also heard there were several reshoots too. Story has something to do with an ancient device that may offer some clues for time travel. The Nazis get hold of it and after the war, they are recruited by the US space program. All the action is predictable, the set pieces are rendered in terrible CGI, there is a horseride through a NY subway, and a rather uninspired minicab chase that seems to mirror the truck race in 'Raiders'. And to make matters worse, most of the film has a dark , gloomy color (pallor?) to it. It all looks very cheap even if it cost 300 million dollar to make. And at 2 and a half hours, its about 45 minutes longer than it should be. There is no sense of fun, joy, or excitement that made he first three installment the only ones worth watching And if Sallah can't make you smile,you know it will be a ride not worth taking. A cash grab and very undignified funeral, eulogy and burial of fine series. Speilberg, Mangold, and Lucas,shame on you! This one was so bad, it made me change my 2008 1 star rating of 'The Crystal Skull'
to 4 stars. Another 'number two' P. U. movie review from Lou.","
            7/10
            "
"providerssok","4 July 2023","The latest installment in the Indiana Jones series fails to capture the essence and thrill that characterized its predecessors. This film disappoints with its lackluster execution, missing the mark on delivering an engaging adventure filled with gripping action and captivating storytelling.One of the primary shortcomings lies in the convoluted plotline. The narrative feels forced and lacks the simplicity and cohesiveness that made previous films so enjoyable. The inclusion of certain elements and artifacts seems out of place within the established Indiana Jones universe, detracting from the historically grounded nature that fans have come to love.Furthermore, the characterization of the iconic Indiana Jones himself falls short. The once-charismatic and witty archaeologist, brought to life by a talented actor, is overshadowed by an uninspired script. The beloved charm and charisma that defined the character are sorely missed, leaving fans disconnected from the protagonist they have grown to adore.The film's pacing is also a letdown, with unnecessarily prolonged action sequences that fail to capture the same level of excitement as the iconic set pieces of earlier movies. The overreliance on CGI effects and green screen technology further detracts from the authenticity and immersion that fans have come to expect from an Indiana Jones film.Additionally, the introduction of new supporting characters feels forced and unconvincing. Their inclusion does little to enhance the story or establish meaningful relationships, lacking the chemistry and depth found in previous films.Overall, this latest Indiana Jones adventure falls short of the high standards set by its predecessors. Its convoluted plot, underdeveloped characterization, and excessive reliance on CGI make it a disappointing addition to the franchise. Fans may find brief moments of nostalgia, but ultimately, this film fails to live up to the legacy of the adventuring archaeologist, leaving viewers yearning for the excitement and magic of the earlier films.","
            8/10
            "
"j-mayo1999","3 July 2023","While I cannot say that I truly hated this film, I cannot say that I loved it either. The first 15-25 minutes, give or take, are enjoyable. It was exciting and it felt like an Indiana Jones movie. However, the movie begins to crumble from there. I felt like I was checking my watch every 15 minutes or so. There were moments where I was bored and I honestly didn't care for some of the characters like Helena. Her character was there only to help create a story that was lacking in truly wrapping up Indiana Jones' story. The action was great, Indiana Jones was great, but that is all I really enjoyed from this film.","
            7/10
            "
"jacobski-34770","28 June 2023","Indiana Jones and the Dial of Destiny is the final instalment of the franchise and a worthy conclusion for one of contemporary cinemas favourite characters.Does it live up to the expectations of the first three? No, but then again. No one was expecting it too.Did it surpass Kingdom of the Crystal Skull?Absolutely.Dial of Destiny"" faces the daunting task of living up to the legendary Indiana Jones trilogy, widely regarded as one of the greatest film series of all time.In its attempt to pay homage to its predecessors, the movie cleverly incorporates familiar elements like the ever-present Nazis, allowing Indy ample opportunity to unleash his trademark punches, and spine-chilling encounters with creepy-crawlies.While this nostalgic approach runs the risk of paling in comparison to the earlier films, director Mangold rises to the occasion, skillfully steering the action sequences with a refreshing and dynamic touch. His deep understanding of Indy's character is evident through the compelling character arc portrayed on screen, as well as a sprinkle of nihilism not dissimilar from what he did with Logan's character arch.Not to be overshadowed, John Williams' timeless score sweeps through the film with an air of grandeur, resonating with audiences from the first iconic notes. The music effortlessly transports viewers into the adventurous world of Indiana Jones, sending chills down their spines and setting the stage for a captivating journey.Indiana Jones and the Dial of Destiny serves as a bittersweet but delightful swansong for Harrison Ford's iconic hero. While not without its flaws, the film embraces its imperfections and delivers an enjoyable experience that fans will appreciate. It often feels like a lovingly crafted ""greatest hits"" compilation, featuring familiar setpieces and relationships with a fresh twist. And you know what? That's perfectly fine.","
            3/10
            "
"rannynm","28 June 2023","Indiana Jones and the Dial of Destiny is another classic adventure with Harrison Ford's intrepid archeologist, but the movie shifts into a better gear when it reinvents rather than repeats. That said, nothing beats seeing this character back in the saddle, riding off into the sunset in search of the next great artifact.The movie opens in 1969 -- we've landed on the moon, but Dr. Indiana Jones (Harrison Ford) has landed a job as a professor at a sleepy university in New York. The adventure begins when his goddaughter, Helena Shaw (Phoebe Waller-Bridge) offers him a chance to find a dial from ancient times that is rumored to have extraordinary capabilities. Indy soon discovers he's not the only one in search of the dial. A foe from Indy's past is on the trail with a posse of armed, dangerous associates and he wants to use the dial to rewind time and undo the events of World War II in the Nazi's favor. Indy and Helena's quest for a relic becomes a globe-trotting mission to stop the dial from being used for evil.It's a winning celebration of all things Indiana Jones, the character, Harrison Ford's performance, the movies, and a reminder of why we love them. When the movie turns its focus away from honoring the past and instead tells a whole new Indy adventure, that's where it gets really good. Indiana Jones and the Dial of Destiny starts with a thud. We see a flashback featuring a digitally de-aged Harrison Ford as a younger Indy in his first brush with the titular Dial, aided by an anxious professor (Toby Jones). It sets up the fabric of the story ahead, but the de-aging effect doesn't work like it needs to. It immediately creates a distance between us and the adventurer we're here to see. It's disquieting to see Indiana Jones not as we've known him for five movies now, but as a manipulated, augmented version of himself. A large portion of the rest of the movie suffers from the same flaws -- in honoring the franchise's past it feels like it keeps doing things we've seen before. In the final stretch, though, it does something I've never seen these movies do before, more specifically, somewhere Indy has never ventured.There isn't a lesson per se to Indiana Jones and the Dial of Destiny but all stories that deal with time and its manipulation remind us that we have to try to be happy where we are, rather than live in the past. If you've seen an Indiana Jones movie, you know that faces can get melted off or hearts pulled out in the pursuit of treasure, be warned that there is frequent violence and some profanity.I give Indiana Jones and the Dial of Destiny 3 out of 5 stars and recommend it for ages 12 to 18, plus adults. Indiana Jones and the Dial of Destiny swings into theaters nationwide on June 30, 2023. By Benjamin P., KIDS FIRST!","
            8/10
            "
"acdc_mp3","2 July 2023","I initially decided I was not going to see this movie based on how utterly horrible the last one was. I refuse to say the name of it. I decided it would be nice to see the movie with my wife so I went. I figured worse case would be I have a nice nap in the cool theater on a 105 degree day.The movie did started off with some CGI magic that usually puts me right to sleep, but this was pretty different and for the most part, kept my interest.The movie was built around a bunch of chase scenes that once again, usually put me to sleep, but they were short and to the point for which I was grateful.The story line is what held me and I found it intriguing. Let me put it this way: It was a million times better than the unmentionable piece of dung that was the previous installment.The movie was long, but it was very watchable and I did not take a restroom run even though I had to for the last hour.Harrison Ford's performance was much better than what I expected and the cliches were held to a manageable level.The rest of the cast did a solid job and there was no one who was annoying or took away from the movie in any way.Truth be told, I thoroughly enjoyed this movie and will see it again.","
            6/10
            "
"fraser-simons","2 July 2023","This was a lot more fun than I expected, and I pretty much purely expected a romp. The and shots and attention to historical nostalgia and great set design, really all the production is just hit out of the park. Way more jokes than I expected landed, the story is very well paced, knowing what is appealing about the franchise and playing to its strengths.What I didn't expect, was how chefs kiss the ending would be. The third act goes a bit off the rails, otherwise the movie is 4*+, but it really, really nails the ending, along with the treatment of the Nazis and the outcome. It really treats that element well and actually has a little something to say about Indie, which was icing on the top. Everything talked about in the film is used for content, with fun foreshadowing occurring that I doubt anybody would really expect. Just a great time.","
            2/10
            "
"statuskuo","1 July 2023","At least I got 2+ hours of air conditioning. Indiana Jones starts off trying to get the lance of Longinus and turns out it's the ""dial of destiny"" created by Archimedes to travel through time portals.Uh-HuhFlash forward 30 years and now he's a retiring professor at a university where the student body is full of disinterested hippie losers, who most likely got in to dodge the Vietnam War. Does this ever play into Dr. Henry Jones' life. Nope. Other than to say Mutt died in the war, nothing is ever brought up again. In a movie this long, you would think a little twinge of disgust for these people would be a running gag. Specifically his estranged (?) god-daughter Helena played by Phoebe Waller-Bridge. She dresses and acts like him. You would think the powers that be would understand that perhaps she would have a moment where she wanted to be like Indy but turns out she was turned off by the result of globe-trotting for treasure. Instead, we discover she is a mercenary for fortune (and glory). Ugh. This movie stinks beyond words. Long gone is that twinkle in his eyes. He's addressed disrespectfully as ""Indy"" (you call him Dr. Jones, doll!) and now also has to tug around a street urchin Arab kid Teddy. Does this not look like ""Temple Of Doom""They're racing to get this dial before Mads Mikkelson finds it...and wants to...um...kill Hitler? So he can take over and win the war. Again...ugh.Though the stakes are cleared here than ""...Crystal Skull"" the moments are so forced to really lazy effect. It feels like the gas in it deflated maybe 30 years ago. The charm smirk in the first three flicks is gone and we are left with a guy who drinks way too much and does so very little. The heavy lifting is given to Helena who seems to developed fight skills even henchmen would covet. Where would she learn that when her Pop was mousy Toby Jones? Give us a moment where we can believe she is tough. In ""Raiders Of The Lost Ark"" Marion does seem like a person who can handle a fistfight in her Nepal bar. She seems so painfully neutered when she returns at the end of this flick.The production design is outstanding but made ugly and cheap by awful digital cinematography. The glossiness of hard light played like a serial are exchanged for a more modern look. Discredit that to utilitarian Phaedon Papamichael who previously lensed better projects. It all just feels cheap.Incidentally, director James Mangold's big mouth fighting back against fans on social media does have credibility. His stance was watch the movie and THEN criticize. Well, sir, I paid and watched your garbage flick and you are a terrible filmmaker. Yeah, he owes the fans a massive apology.I await the day when he goes online and blames the think tank of Kathleen Kennedy, Spielberg and Lucas (especially this joyless hack) for this failure he dumped on paying audiences.","
            6/10
            "
