"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"jcjs333","15 November 2017","The only thing i liked about the flick is some of the photo-jazz. Interesting how some reviewers like to critique other reviewers. I supposed that's natural. Funny, how the one reviewer said he was a coward for not leaving the theater halfway through and weeps for cinema. I get that. Another said the new SpiderMan was trash and can't understand people liking Spiderman and disliking this show. For me, each was junky bunky but for different reasons. The writing and plot were bad but this Planet of the Apes is just old and poor stuff. The first one was enough. Trying to anthropomorphize apes and God and anything else we can think of gets old. Being talked down to by Hollywood gets old with their main purpose, still, money. One monkey has 'stunted jabber' like Hollywood put in the mouths of early cowboy Indian movies, the Zoo Monkey. And, Ceasar is an articulate son of a gun who can communicate with words to all other lesser types who know sign language. Somehow, those not knowing how to speak with voice understand 'voice'. They all utter and it's all utter nonsense. Wishful thinking and humans grappling for some delusional empathy bounces all through the film. There's a phony short of the mark 'empathy' which the movie makers try to be getting at. I saw a little film called 'DOG'S PURPOSE' which was so superior to this film while delivering such a more powerful , empathetic and real interpretation of the whole human vs animal trip. The one ape wondering why pictures were so small when looking through the binoculars was an attempt at humor but was just stupid. That , alone , ought to get one to walk out of a theater. To each their own. I think children, little kids could get something from this flick but just a turn off for me at 74.I wonder if i went out on a date with someone and i hated this show and they loved it would we have much in common? I don't know. Sensibilities are so complex and i don't think reactions and sympathies can be easily measured. I don't understand how anyone can really like this junk with the same vigor someone who loves this show can't understand why i think it's monkey junk. So be it. We can find common ground elsewhere get differing things out of different things. This movie didn't do a thing for me no feeling, no humor nothing interesting going on. The only guy i much like is the dude who was shot dead when he said he was going to put the wood down. Some guy wants to surrender and Caesar shoots him dead. Then, Ceaser shoots a suffering deaf mute. Give me a break!","
            4/10
            "
"bankofmarquis","15 July 2017","I was pleasantly surprised by the first film in this trilogy - RISE OF THE PLANET OF THE APES.  I was also in the minority when I said I was underwhelmed by the 2nd film of this trilogy - DAWN OF THE PLANET OF THE APES.  So when I started hearing the glowing reviews of the 3rd installment of this trilogy, I went into the theaters, folded my arms and said - ""prove it"".And...it didn't.Do you see the intense expressions on the characters in the picture above.  That pretty much sums up this film - intense.  This is a SERIOUS film about a SERIOUS subject directed in a SERIOUS manner with SERIOUS performances that takes itself very SERIOUSLY.Much like the DCI Cinematic Universe (prior to WONDER WOMAN), I just wanted to tell the filmmakers to ""lighten up"" a bit.  This is a film about APES taking over the world, after all.  I understand that this is an allegory regarding a suppressed race rising up over their suppressors, but it needn't have been so dark and heavy.A large part of this weight is on the very capable shoulders of Andy Serkis' portrayal of the lead Ape, Caesar.  His motion capture performance is very strong and sets the very dark and serious tone for this film.  I hear calls of ""give this man an Oscar, already!"" and, while I don't quite share their fervor, I will agree that it is a very good, very strong performance.Going toe to toe with Serkis' is Woody Harrelson's equally dark and intense portrayal of Caesar's human advisory - ""THE COLONEL"" - as befits his villain with no name, Harrelson's performance is pretty much one note - all dark and intense - with no nuance whatsoever.  The audience has no problem distinguishing the ""Good Guys"" (or in this case Apes"" and the ""Bad Guys"".And that is where I have the biggest problem with this film.  There is no nuance to it.  The humans are BAD and the apes are GOOD.  No middle ground, no wavering.  So when the ultimate battle is setup, there is no doubt as to outcome, so any real tension is diminished.And that would be my 2nd biggest issue.  This really shouldn't have been called WAR for the Planet of the Apes, for there really wasn't any WAR!  It should have been called INTENSE BROODING LEADING TO A BATTLE on the Planet of the Apes - a battle that wasn't that intense - or interesting.The remaining characters - save one - were generic cannon fodder, devoid of personality or expression - the CGI Ape characters are hidden under emotionless CGI and the Human characters are hidden under emotionless war paint.  I just didn't give a darn about any of them.The one exception is Steve Zahn's motion capture performance as ""Bad Ape"".  Here is a unique looking and sounding character that the Computer artists spent a great deal of time rendering.  His character stands out from the rest and includes HUMOR!  What a welcome relief.As for the CGI in this film, I could tell the filmmakers spent their time ensuring that Caesar and Bad Ape were rendered very well and very realistically - and they were - these characters were outstanding.  But, it looked to me that the filmmakers, then, cut corners elsewhere.  I could ""see the lines"" from time to time, throwing me out of the film and realizing I'm not watching ""real apes"" but a very well drawn, expensive ""cartoon"".  And there was one shot where I said to myself ""that is a cartoon"", it's like the filmmakers put in a tracking, temporary shot (it's a fleeting one) and failed to replace it.Clearly, the filmmakers are setting us up for the remake of the 1968 Charlton Heston classic THE PLANET OF THE APES, for they sprinkle in characters like Cornelius and Nova in this film (and remember, some astronauts went ""missing"" during the first film of this trilogy).  I will faithfully return to the Cineplex to watch that one (I'm a HUGE fan of the original), I just don't think I'll be revisiting this one anytime soon.Bring on Dr. Zaius!Letter Grade:  B-6 (out of 10) stars and you can take that to the Bank (ofMarquis)","
            8/10
            "
"view_and_review","16 July 2017","If the Planet of the Apes franchise ends with this installment then it will rank as one of the top trilogies all time. Now, that's both: not saying much and saying a lot. It's not saying much because there are only a handful of good trilogies. But it's saying a lot because there are so many abysmal trilogies, so the odds were incredibly against this series being even halfway decent.If Dawn of the Planet of the Apes didn't establish the apes as intelligent sovereign creatures with no other desire than to be left alone, The War for the Planet of the Apes did. We were given a deeper and longer look inside of their lives as this movie spent more time giving us the apes than the first two.The lead primate, Caesar, finds his community under attack again. He is faced with the choices of flee to a more remote location or take the fight to the humans. It's not an easy choice to be certain because those that they are up against now are trained soldiers.The movie goes far beyond that though. It is a layered story with several portentous moments. Regardless of whether you're an ardent animal hater or merely indifferent to the plight of lesser creatures, this movie will give you pause over the conflict between the apes and the humans.War for the Planet of the Apes is excellent and it only enhances what came before it.","
            3/10
            "
"crimson-17255","30 July 2017","The only reason I went to check out this movie is because my brother wanted to and since I'd watched the previous movies I figured it'd be fine. I'm surprised I didn't fall asleep in the theatre. There was hardly any action, the point of the movie seemed to be learning that revenge is not the way to go (unless you want to get your whole ape race captured by the evil man in sunglasses), and...well, nothing else","
            10/10
            "
"noloxtreme","16 July 2017","The first movie of the year to me that did not live up to the high expectations set by the first two. Dawn of the planet of the apes is still to me the best of the series.As others have also stated, this was not really a ""War"" for the planet. Which is a bit weird, seeing as we've already an impressive battle between humans and apes in Dawn. I was expecting more of that, but on a more epic scale-the final showdown for the planet. On one side, Woody Harrelson's character-a multi layered character. Humanity's greatest and last hope, making one final stand. And on another, Caesar-leading his species in their final fight against humanity for dominance of the planet. I was expecting epic, complex military strategies and battles. But alas, all we got was Caesar's personal quest for revenge and an ape concentration camp. Hell, that would be fine if the apes didn't have to then depend on Deus ex machina, stupidity and coincidence to escape the camp.I honestly don't know what the director was going for with this movie. The title certainly doesn't fit the movie. This movie did not really move the plot forward, other than to try to tie in the original movie where humans could no longer speak. But you can't make an entire movie just on that premise. Anyways. It's a solid trilogy but the last part is the weakest of the series. I just wanted to see Caesar, emulate his namesake Julius Caesar and lead the Apes in battle. We didn't get that.","
            10/10
            "
"The-Sarkologist","29 July 2017","In a way I'm not all that surprised that they have now released a third film in the reboot series. A part of me was thinking that maybe they are prequels, but when you consider that the original films created a time loop where apes from the future come to the present, and then give birth to a race of sentient apes, the whole prequel idea really doesn't seem to work. Further, it seems to be a movement away from the original remake, which was actually set on another world on the other side of a black hole. It seems, thus, that they have gone back to the drawing board and have have come up with these prequel reboots, for want of a better word.The problem with these series is not so much not seeing the previous films, but having seen them so long ago that one actually forgets what happened. While they do give us a bit of a recap, this film is unfortunately not one that can simply stand alone. Still, considering the fact that it was a full house when I saw it suggests that there is some popularity with the franchise. As for me, I simply saw it because I had seen the previous two, even though there was really no burning desire for me to actually go out and see this sequel.The film starts sometime after the previous film and the apes are being tracked by a militia. During one such even Caeser's wife and son are killed, so he decides to go off and seek vengeance against the killer. However, he also sends all of the other apes off to find a new home, though this doesn't work out all that well as they eventually end up being captured by the humans and put to work as slaves. Caesar also gets captured, and the film simply descends into what is basically a prison break film. Sure, there are a few twists and surprises, but in the end it is basically a film sit in a prison, where the prisoners happen to be apes.Honestly, I have to say that when I sat down to watch this film, other than feeling rather cramped in my seats, I pretty much asked myself why it was that I was actually watching this film. In part it was fun, but in the end it really just seemed to drag that little too much. I guess the whole premise of sentient apes going to war against humans, and the humans slowly dying off in favour of the apes, is something that seems to have been done to death in the past. I really didn't grab my attention, and for most of the time I was just sitting there quite restless. Maybe, just maybe, if videoshops were still around I'd be waiting for these films to come out on video where I don't have to watch it in one sitting, but since I am too stingy for Netflix, and do other things at home as opposed to watching films, I guess seeing movies of this quality is going to be what the future holds.","
            2/10
            "
"meessmeltekop","27 February 2021","This has to be one of the best trilogy's made so far. I especially liked Dawn of the planet of the apes because it shows a lot of good things thematically in the franchise","
            10/10
            "
"mike_brunton","9 October 2017","There is an alarming trend in Hollywood, think if you throw 150 million dollars at a film, it has to be good! War was the most misleading title I have ever seen. I stopped watching this drek after 1 hour. 1 hour of my life wasted. Knowing incredibly there was still over an hour to go. And for what? The whole Caesar ends up in a concentration camp with his Apes could have been done in 30 minutes and hey presto! The movie could have been 1 and a half hours of more concise story-line. I saw other people saying the writers had copied other films and I agree. The whole Caesar sets out to find the Colonel and kill him picking up 2 sidekicks along the way Lord of the Rings and another thousand movies. By the time I stopped watching, I couldn't care for the Apes or the humans. Caesar especially became more and more annoying. The first part of the movie the attack by Special Forces annoying, after 15 years most of the Apes still carry spears. Despite being able to climb trees easily and post sentries, the humans still crept up on their base. And how were they wiped out, by a sudden storm of hundreds of perfectly arced spears falling into their midst. Looking back most of the movie was boring and annoying, it's a real shame because I enjoyed movies one and two. And as other people have said, how on Earth did this get a rating of 8 out of ten? Even with lovers, this movie doesn't deserve more than a 6 out of ten. Once again, the majority of 100 IQ reviewers misled me into watching drek designed for people of 100 IQ and less. Are humans just Apes?","
            7/10
            "
"msbreviews","6 August 2017","The third chapter of the Planet of the Apes franchise is finally here! Rise and Dawn are great films, but War needs to end this trilogy perfectly, which is a very rare achievement in the history of cinema (i.e. the third movie of a trilogy to be the best) ... Well, War for the Planet of the Apes does what Return of the King did 14 years ago and it is the best film in this memorable reboot and one of the best (probably THE best) of the year!I can't find a single flaw with this movie. I really thought about every detail and there's only ONE thing that I can see others maybe faulting the film for it, which is some of the second act's pacing. Some new characters are introduced along the way and there is a period of time that some people mind find slow or boring ... For me, that's character development in its glory and it's also a massive build-up to a fulfilling climax in the third act.Don't be fooled by the title nor the trailers, you have to manage your expectations: this is not a war film. This is not an epic battle between humans and apes, which is something that I love about this movie: I didn't watch a single trailer, so I went totally blind into the theater. I assumed that I was going to watch an epic fight just by the beginning of the film, but it plays out in such an unconventional and emotional way that I found myself floored. It's jaw-dropping.Andy Serkis, man ... I don't even know what to say. The team that adds the visual effects to the apes are unbelievably talented ... There are so many close-ups of apes' faces and it's impossible for someone to say ""they're fake"" because they're not! They are so perfect that's impossible for me to look at them and not see a real ape. Andy Serkis deserves a freaking Oscar nomination as well as everyone in the motion capture team. It's unreal the amount of realism that they can pull off.Caesar continues to be the most powerful and emotional character that I've met since God knows how many years ago. He has a roller- coaster journey in terms of his feelings and I could definitely feel it: in his eyes, in his face, in all of his expressions and movements. It's a character that just became unforgettable and fortunately, he has a beautiful story about him and his journey told in three amazing films.Maurice (Karin Konoval) is one of my favorite characters from the trilogy and he gets some well-deserved scenes where he absolutely shines. The new characters are superb: Nova is portrayed by the spectacular Amiah Miller and Steve Zahn plays Bad Ape. She adds an astounding amount of depth to the story without saying a single word and she's able to be so compelling and captivating that when the emotional scenes go down, she elevates them to a whole other level. Bad Ape is where all could have gone wrong since he's the comic relief character in a very profound drama ... It works. Matt Reeves is able to guide this character perfectly, introducing him as a joke in just the right scenes and in just the right amount. One of the things that I faulted the other movies for was that the human characters didn't have that much interest and that I always wanted to be with Caesar. This time, the Colonel is someone that is given a very heartfelt story (even if it's through an exposition scene ... the ONLY one that I can count throughout the whole film), so when the third act begins I actually cared for Harrelson's character.Once again, the visuals are stunning, the film just looks amazing. However, the detail that makes this movie go from great to epic is, as always, its score. Michael Giacchino probably produced his best score to date and it elevated the film in such a powerful way. Most of the runtime, there's no dialogue (either there's sign language or pure silence), so the score had to be perfect in order for the scenes to be more complete ... and it is. I already added it to my Spotify playlist and I can't wait to listen to it over and over again. If some scenes are already emotional enough, this score turns them into something that I couldn't hold my tears from. More than once.The ending is so filled with emotion (I have no idea how many times have I written ""emotion"" or ""emotional"", but it's the perfect word to describe this film) that makes it the best ending to a trilogy that I've seen since The Return of the King (The Lord of the Rings). It's such a powerful and fulfilling moment ... Honestly, after some research, I have no problems saying that this is the best reboot EVER done to a franchise since Nolan's The Dark Knight.So ... I think it's pretty obvious ...War for the Planet of the Apes gets my first A+ of 2017! Go watch it! Now! What are you waiting for?!MSB Reviews - If you like my reviews, please follow my blog :)","
            10/10
            "
"cruise01","14 July 2017","War for the Planet of the Apes is an amazing film all around. It does conclude the story arc with Caesar; from the human experiments and extinction to dealing with Kopa's hatred towards humans and going against what he believes that not all humans are bad. It is a satisfying third film that ends on a high emotional note were there is enough development that you care more for the apes than the humans. Director Matt Reeves does not leave out the emotionality on the humans as well. He does build the emotional impact on how the virus has affected them and reshape the rest of the remaining survivors. Even, when the virus has evolved and started to affect the victims from speaking. I feel like Matt Reeves was inspired by a lot of films and biblical themes to help create this plot of Caesars movement on trying to find peace for his family and apes. He is minding his own business with the humans. He is just protecting his kind from harm. Until, Colonel (Woody Harrelson) wants to wipe out all the apes and trying to save civilization. When Caesars apes are captured and forced as slaves. Caesar will do whatever it takes to set his apes free and to find them a peaceful home. The plot was amazing; it does conclude the trilogy well. Also, opening up the movie for more with other stories to tell as characters grow over the time span and become something without giving away spoilers. The film introduces bad ape (Steve Zahn) who mentions that there are other apes out there in the world that evolved like Caesar did and talk like him. It does open up that there other evolved apes like him. And also, the film brings in another human character of a little mute girl (Amiah Miller), who is lost and alone which Caesar and Maurice bring in to their group.The action sequences are breathtaking and the climax battle with the military is exciting and epic. I love the new setting and concept with Caesar and Maurice going after the colonel for his attacks towards their camp. It is an epic journey and Caesars journey as he is becoming a figure of a leader that sets his apes free and knows what is right and wrong. Caesars path towards revenge against the colonel does make him question if his hatred is making him become like Koba. The visual effects are impressive. Every detail and sequence is great. Michael Giacchino music score is beautiful and amazing. Probably one of his best works yet. Woody Harrelson as the villain, it does make him feel like a cliché villain when he walks to an outdoor camp with sunglasses at night but that is not a major issue with the film. There are a lot of great emotional moments with the film as the little girl is trying to help Caesar when he is starved and captured to some breathtaking action sequences. Overall, War for the Planet of the Apes is a great amazing film. It ties the trilogy up well in a high emotional note. The visual effects and the performances are great. The action sequences are exciting. The plot is epic with Caesar and his journey to saving his apes. I definitely recommend to see the film if you seen the others or not.","
            3/10
            "
"pg-tsinc","31 July 2017","The best of the New trilogy was 'Rise of the Planet of the Apes (2011)' which I give 8.5 and I saw it a few times with pleasure. The second one: 'Dawn of the Planet... (2014)' was awful 1.0, as most of the remakes are. They put you in front of a 'fait accompli' when it would have been interesting to 'see' how the apes got in control of the earth (not only the hint about the ape flu). The last one, 'War for the Planet of the Apes (2017' is film in a wardrobe. It contains some elements that should have been develop in the second film. The 'teaser' misleads you about the action, in fact it's a long boring film, with 'cheap close up scenes' that you will have to endure. I give it a 2.0","
            9/10
            "
"bradenlculver","17 November 2020","The final installment in the reimagined series is storytelling at it's best and on an epic level. The film gets very dark and at times hopeless but is rewardingly satisfying at the other end. The depth and emotion that this film had is something that I feel is missing from other ""blockbuster"" movies and used CGI main characters at that. Long story short, no matter how hard I try I can find nothing wrong with the movie. ""War for the Planet of the Apes"" tops the charts in every category","
            9/10
            "
"feyipuk","13 June 2018","After building up Caesar and the other apes in the first two films, this third one seems so contrived - especially the last twenty minutes - it almost ruins what is otherwise an interesting film. 
Here, the super smart chimpanzee, his family and all the other primates that supported him on the last movie are up against an American Colonel (Woody Harrelson), his assortment of monkey hating soldiers - so not much change to the previous films - and also ""Donkeys""; apes who support the humans. All have complicated relationships which the film could have developed further, rather than the cliched ending that went from action to completion faster than a monkey up a tree.Obviously, the special effects are amazing. The interaction between human and ape are pretty flawless. Nova (Amiah Miller) may get shoe horned into the film, but the way she is able to interact with Maurice (Karin Konoval) is pretty impressive. And watching Bad Ape (Steve Zahn) careen around with his extremely expressive is a comic interlude from all the serious activities going on on the screen.For the most part, the film was alright. Right up until after the Colonel has probably the longest spoken scene in the film (which isn't hard when you know only one ape can talk, though all the apes can understand English), it moved at a good pace. It just seemed like the producers then felt they needed to wrap it up in a nice, complete manner, which maybe wasn't needed.","
            5/10
            "
"noybabar","28 October 2017","The story and script is very strong and provides you every aspect of life and species behaviour. And most of all points the strongest point was the message given by the movie. The direction, music, screenplay, locations, dialogues, casting every thing was perfect. I'm surprised to see this movie didn't got that much attention and praise which it deserved. Hats off to the Team, for me 10/10.","
            9/10
            "
"Vivekmaru45","20 October 2017","This is the sequel to Dawn of the Planet of the Apes (2014), and follows events from the previous film.The theme of the film is liberation. If you think about it, the story is so common with The Ten Commandments directed by Cecil B. DeMille. So in this film, the chimpanzee Caesar plays the role that Moses played.Also, a thing you must ask yourself, is why they chose to name the chimpanzee Caesar. Caesar is actually derived from Julius Caesar who was a Roman politician and general who played a critical role in the events that led to the demise of the Roman Republic and the rise of the Roman Empire.He was later brutally assassinated. I recommend you to watch Julius Caesar (1970 film) which I think is the best adaptation of William Shakespeare's play, but I warn you the assassination scene depicted in the film is very graphic and disturbing. Back to this film: Two years after the U.S. military was called to fight off an increasingly intelligent and dangerous tribe of apes, starting a devastating war between the two species, the apes' clan, led by the chimpanzee Caesar, are attacked in the woods by a rogue paramilitary faction known as Alpha-Omega, led by a mysterious Colonel. Alpha-Omega has in its service apes (called ""donkeys"") that had previously followed Koba, a maniacal, human-hating bonobo who led a failed coup against Caesar and started the war after leading a vengeful attack against human survivors in San Francisco.Verdict: the theme of the film as I have mentioned earlier is liberation. Caesar's character suffers a lot from persecution, by both his own kind and humans. Woody Harrelson gives the same performance Marlon Brando did in Apocalypse Now(1979). Similarly, Harrelson's character is the same as Colonel Walter E. Kurtz in Apocalypse Now. I was not impressed by the direction, script, photography and background sound-effects. Since this film deals largely with CGI graphics, the human casting seems irrelevant to discuss. Woody Harrelson is the only good actor who has gained fame with films like: Indecent Proposal(1993), Natural Born Killers(1994), Money Train(1995), The People vs. Larry Flynt(1996), Play It to the Bone(1999) and No Country for Old Men(2007).I was not impressed with Matt Reeves direction. He has made a film even worse than his earlier one. His best film for me remains Let Me In(2010), an American-British adaptation of the of the Swedish film Let the Right One In(2008).","
            7/10
            "
"benxrichardson","22 June 2022","It feels wrong that I find myself cheering the demise of humanity.The character building and the emotional depth in caesar and his kin really draws you in to this exeptional conclusion to the trilogy.","
            10/10
            "
"arfdawg-1","21 January 2018","This is litereally one of the worst movies I have ever seen.
The apes talk in a weird stacatto way that is thoroughly annoying.
The plot is miniscule
The direction is horrible and the acting is idiotic.
And after all that -- it's like two and a half hours long!!!!
OMG! Don't waste your time
See the original 1969 POTA and be satisfied. No need to watch any other","
            2/10
            "
"eric262003","25 September 2018","The last of the the series of ""The Planet of the Apes"" titled ""The War of the Planet of the Apes"" sparked an abundance of positive reviews from the audience. The box office reached the plateau of over $134 million and people were just stunned at the outcome of how the series ended. To me this final installment was the best of the series and if a film wants to wrap up a series this is truly the way to do it.It's great to see Matt Reeves back again in the director's chair plus he has double the duty this time serving as co-writer along with Mike Bomback. It's great that Reeves returns that way we can easily have the series pick up where it left off from the previous installment, ""Dawn of the Planet of the Apes"". In this movie we see the return of Caesar (Andy Serkis) getting his vengeance against the ruthless Colonel (Woody Harrelson) after the pain and heartbreak he caused to his family.Although the plot seems like a story that's been done hundreds of times, Reeves succeeds in taking the efforts to create newer, fresher ideas and avoiding using recycled cliches like other filmmakers do. The epic battle between Caesar and the Colonel has increased in levels of sheer intensity is likely to grab your attention. It's also a great way to side with the simians and truly has characters you could easily side with while having villains you could easily despise.Woody Harrelson is excellent as the villain in this story. From the opening scenes you truly hate this person and you hope that in the end he gets what's coming at him. Harrelson is amazingly versatile in all of his performances, but here he does outdo himself here. Don't expect to see any signs of his likable character on 'Cheers"" anytime.Great addition to the cast is Amiah Miller as the mute girl, Nova (similar traits her predecessor Linda Harrison portrayed in the ""Planet of the Apes"" film in the 1960's and 1970's). She's been caught with the simian epidemic making her almost primitive, but her expression and emotions truly make up for role in which she is mute throughout the whole film. Even though comedy is not a necessity in this movie, it does have some comic relief from Steve Zahn's performance as Bad Ape. At least it feels organic and not rubbed into our faces. It also helps that his backstory is quite provocative to make his character all the more likable.The story and the CGI are truly the cornerstones that make the franchise all the more enjoyable. And with the apes who are talking the CGI is in full swing making it all the more effective in its storytelling. Sure I'm more for practical stuff, but the CGI was used wisely and never catches you off guard. And sure their voices are not as on the levels as the human race or have the same types of weaponry as humans, but the film is so effective in its storytelling, you just forget that these simians are CGI. The special effects deserves award recognition come award season.And though the film can brag that the positives outweigh the negatives, there are still plenty of errors too as well. One of the guffaws includes the apes scoping the hideouts of the Colonel. Caesar is observing his nemesis through his binoculars. Luca (Terry Notary) Caesar's reliable ally. Luca asks in him in sign language if he sees the Colonel, but Caesar responds to him even though he isn't looking at Luca. There's others, but they don't hinder the movie that much.To say that this film ends the trilogy with a bang would be an understatement. But if they wish to make more films of this calibre 20th Century Fox can now take the liberties to create more stories along this route. With characters like Nova and Cornelius added to the franchise, this is the opening of potential prequels to the films that were made in the 1960's and 1970's. And though it is predictable, it still quenches your curiosity as to what will happen next. Of course this solidifies the trust we have in Matt Reeves as he'll be directing the next Batman film. Reeves did a great job in the last two films of this franchise as we look forward to his future projects.","
            1/10
            "
"ahmedm0ustafa","2 November 2023","Weird af. In the first part we watched Caesar learns how to interact with people, then he hardly could be able to say NO when he was mad, the next part he was able to speak, hardly, and we accepted it, now you're telling me that he can speak frequently as a native speaker while he's away of people and no teacher or he doesn't even listen to anyone to catch some new words up? And what about that one ape they found who can speak very well just by listening to humans? If it's that easy, I should've been born in a world of talking apes!It's a good movie overall, it's just not as good as the other parts. That's it.","
            6/10
            "
"carmenjulianna","4 April 2020","This is A fab' Movie, but, You must watch the previous two in the series (trilogy) of movies to appreciate the final instalment, and to understand what is going on. This last episode is really a heartbreaker and emotional.!!! I do not understand why or how anyone could rate this as a 1/10??? Are you watching the same Movie? Please, you must have blinkers on..
Caesar is a credit to society and more human as an ape, than the humans are themselves. I Recommend you watch for yourself 👌
🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟","
            9/10
            "
"barberic-695-574135","17 August 2018","Stupid story line, oh, it could have been so much better. Too much ape dialogue was in sign language, we even considered putting the subtitles on at one point. The SFX is impressive and makes the film watchable but by a thin margin. Technically and logically there is so much wrong with this movie to the point of being ridiculous. Based on the ending, we assume that will be the last Planet of the Apes movie. If this one was the best they can do then it will not be a bad thing. Will we be watching it again, highly unlikely.","
            7/10
            "
"JGar40","19 January 2019","Everything about it is great. Andy Serkis, good plot, the cinematography. I don't understand all the low scores, people must have small attention spans. The first one was good and the 2nd one was really good but this movie sets a new standard for any future ape films.","
            5/10
            "
"bpalahi-81212","15 July 2017","yesterday i went for this movie, but man man oh man really boring , very slow movie without any story depth.there was not any war as they said in title. in first 20 minutes i realised that i have made a mistake. there were many plot holes and lose ends, definitely there was no need of that dumb girl, colonel find girls doll but then? nothing! and caesar, main protagonist died from arrow wound. really man?","
            5/10
            "
"jmcternan-91574","28 July 2017","Oh I tried to ignore the propaganda, I really did, the first two films of this trilogy are very good films (and not in a back handed ""for a summer blockbuster"" sort of compliment), but this is an awful 150 million misstep. This is my 2nd review ever and I don't review things unless they particularly rub me the wrong way.I'll be spelling certain words wrong to get around word gagging orders on IMDb.War of the Planet of the Apes literally beats you over the head with this defecation of the human spirit, I'm in awe of how blatantly forward it is and I love good sci-fi commentary. (Battlestar Galactica and The Wire are some of my favorite pieces of fiction)Here in this script we have no sympathy for Harrelson's and humanity's understandable dilemma as to how to beat a virus that is causing humans to lose their speech and higher faculties. They don't even have the balls to have the apes wipe out what's left of the human army as that would make the apes even more obviously terrible than they already are; so they have a natural disaster do the job. The blond girl/child that they carry with them goes to live with the apes, dumb(from the virus) but happy.......and humanity's downfall is complete. Even though exalt the child's beauty early in the film! But what is beauty without brains ultimately?What great moral lesson was I supposed to glean? That humans are so terrible that we should walk quietly into the night? Oh look the apes are thick.....but some of them are funny Totally worth it!Conversations and plot points are so monosyllabic that it was almost orgasmic when Woody Harrelson turned up to speak more than than the few grunts that we hear up to this point and FINALLY gives us a reason to care.Bonus points for cultural maxisms (spelled wrong to get around censorship) is when the blond child cries over the ape who is killed that she has known for all of two scenes but doesn't even flinch when her father is killed by said group of apes.Go out to the beach with your kids, hell even go the beach or lake by yourself, hell go further, go out when its raining and make some memories.Also I'm not the slightest bit Christian and I can see this picture is blatantly not only anti-Christian but to the non religious out there as well its this......anti human, anti intelligence","
            8/10
            "
"BA_Harrison","24 February 2020","War for the Planet of the Apes. Sounds epic, doesn't it? Humans and chimps locked in mortal combat for the supremacy of the planet. Which makes it all the more of a let-down that the majority of this third movie in the rebooted franchise doesn't feature any such action. Most of the film follows chimp Caesar (Andy Serkis) as he makes his way to a human military base where he hopes to take revenge on The Colonel (Woody Harrelson), the man who killed his wife and child.Along the way, Caesar encounters both human and apes, some of whom join him on his travels (including a comedy relief chimp called Bad Ape, and a young mute girl called Nova, a nod towards Linda Harrison's character in the original The Planet of the Apes movie). When Caesar is captured and taken to be tortured in the Colonel's ape work-camp, these new friends help him to escape. Of the 140 minute run-time, only the final 20 minutes or so contain any scenes that could be described as 'war', as a human battalion attacks The Colonel's stronghold; the apes are caught in the crossfire as they try to flee.Judging by the film's current IMDb rating of 7.4, Caesar's emotional journey seems to have satisfied many viewers. Me? I longed for hordes of angry apes on horseback firing machine guns (the best thing about the previous movie), but I was left wanting, my disappointment compounded by the fact that the digital effects for this third film have finally come close to convincing me that the apes are real (the CGI has really improved since 2011) and an all-out inter-species battle could have been something truly spectacular. Oh well, maybe next time.5.5/10, rounded up to 6 for IMDb (although I very nearly rounded my rating down because -- and you can call me picky, if you like -- I refuse to believe that a horse could support the weight of a fully grown gorilla).","
            9/10
            "
