"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"PaoloReaper","16 January 2019","Stupid plot, dialogue and music.
Animation and drawing was amazing most of the time, except for a few 3D scenes.
The Blue Gogeta and Green Legendary Broly transformations should have more build-up.
I expected more from this movie, because it had a lot more potential.
I am a huge DB fan, BTW","
            10/10
            "
"Nayr39","3 February 2019","Dragonball movies have always had their issues, they're generally just poorly written and paced fan service doses for people to enjoy fun what if scenarios. This one takes that and pushes it to it's limit but without actually developing an interesting antagonist or any ounce of suspense around it. Like every Dragonball movie you know going in none of the characters are at threat, the planet will be fine and all will revert back to normal at the end of it. So the core of this movie has to come from the action and the character moments. This version of Broly is superior but ultimately just as shallow despite rewriting his character and making him more sympathetic. The writing during these moments is still weak at best, it's clearly catering to children and potential newcomers alike with awkward overly explanatory dialogue and at other times hitting you with stuff so simply or poorly written you can't help but roll your eyes. Thankfully there are many visual treats here, but all as formulaic as ever, you will see our main characters start out at their normal base level, then slowly ramp up with increasing levels of strength and set pieces until something inevitably happens to push the fight over the edge and end it. Unlike most Dragonball movies we get a different ending, our antagonist is actually saved and given a second shot at life, but on his prison of a home planet instead and our characters arch rival is just let go to kill and torture whoever he wants, despite Goku supposedly being a goodhearted person who would never let anyone on Earth suffer, but hey, random Frieza henchmen and anyone he decides to kill as he travels through space? Ay okay in Goku's book. Moment's like this make any character moments that need to shine fall flat, nothing is consistent, everything is convenient, references and callbacks like the Krilin/Namek moment or the fusion dance nonsense is all here in it's boring glory. Nothing feels fresh except for the fight choreography and animation. Which if you really want to just see beautiful animation, it's okay, but you could just go watch Redline. Instead you get a repetitive predictable slog of a beatdown with no twists or anything to worry about. It's a retread of a existing movie that does very little new. Watch if you are a massive fan of Super or for some reason enjoy brainless animation but other than that steer clear. There's not much of worth here sadly and far to many repeated mistakes that for some reason can just not be fixed even after the many years this franchise has exised.","
            6/10
            "
"vasu-76221","15 December 2018","It has best animations and and story was too good. I liked this movie too much. Everyone should watch this great movie.","
            10/10
            "
"ymyuseda","13 January 2019","Rating 6.0/10
Maybe i'll get hated for the rest of my life for writing this . I really don't get what everyone is so excited about . I was not impressed !! Overall i'd say the story is worth , but actually whatching the show isn't worth it at all . For me , Dragon Ball still is number one anime in Malaysia !!","
            10/10
            "
"haletanner","15 December 2018","Simply put. It's the best movie hands down. Broly is a boss. Gogeta is awesome. And the art style is amazing!","
            9/10
            "
"nagard","3 February 2019","This was well written and produced movie loved how the story developed and had the perfect balance of humor and action. Also enjoyed how they finally gave broly a decent backstory. I was hoping there wasn't going to be another 5 min cameo of gogeta but actual good length and this movie delivered. A+","
            10/10
            "
"brusouribeiro","20 December 2018","Simply incredible, and without a doubt the best dragon ball movie to date.
This movie is a complete revision of the original one, and it works so good. The animations are spot on, the storyboard, and everything else. The fighting scenes are the best ever to happen in all the series or the movies. This is just Amazing.
The only downfall is the composition of the movie. Initially all the material was about 3h long, and they had to cut it down. And you kinda notice it in the first half. For that only a 9/10, but I reckon once the Blue-Ray version is out, it might be a solid 10/10.","
            4/10
            "
"rajeshksb","31 January 2019","After the tournament of power, every DBZ/DBS fan had to wait for the next storyline. The visual effects are amazing. The storyline is very well written. The soundtrack is great. The only downside in this movie is the dude shouting 'go Broly go Broly'. It just ruined the vibe i was getting, but... Everything is just spot on amazing, epic, great, so it's just a 10/10 for me.","
            10/10
            "
"whoopwhoopywhop","20 January 2019","How many retcons are we going to have to see of Frieza wiping out the Sayians? It seems like anytime we try to go back and visit an earlier time period we end up with some sort of timeline inconsistency.This movie is plagued with established plot elements that just get ignored later on. The biggest ones I can recall are:Raditz somehow knowing that his parents sent Goku off to Earth. He was away on a mission and they had stated earlier that communication using the scouters is monitored so how exactly did he get that information?Broly turning super sayain. This one is so laughably bad. Broly's father explains that if broly gets too out of control he loses all sense of himself. After fighting in this state for quite some time Frieza decides to kill his father in order to trigger the emotional response that Goku had on Namek when Krillen died. The problem with that is, Broly is a mindless killing machine at this point, his father's death should have had no effect. Broly had shown more emotional attachment to a severed ear, than his father (who forced Broly to kill the only friend he had)
Personally I would have had Vegeta accidentally grab the ear in the middle of a fight, say something about how disgusting it is and have him blast it. That would have at least paid off the emotional character arc set up earlier in the story.Overall, the fight scenes are good, but the story lacks any substance. I'd wait for the eventual arc they'll do when more super episodes come out.","
            10/10
            "
"qman-21208","30 January 2019","Absolutely captivating movie!! Amazing new take on broly, and a perfect combination with pre existing characters that makes for an incredibly immersive experience! Hands down best film I've seen in a while!
I wish I could give more then 10 stars","
            5/10
            "
"arijeetrout","15 December 2018","A Great movie for Dragon Ball fans who would love to see legendary super saiyan","
            9/10
            "
"lf_macias","26 January 2019","A movie more or less enjoyable for those who once saw the original series on television, but does not represent something different to see a long chapter only now with longer scenes of battles and some computer animation.
The truth is that if you do not ser it for free or someone invites you, you can save it.","
            2/10
            "
"Edvis-1997","30 January 2019","Nice movie as always. New superhero ,fight with him. Saving planet. Old good vibes.","
            9/10
            "
"cvmail_eu","17 January 2019","All the main characters are nothing but watered down comedic versions of themselves typical of the ""super"" series which ruined dbz as i knew it and turned it into some brainless kiddie cricus show...the action scenes are chaotic in a bad way and it's hard to take anything seriously when everything it's so bad from the plot to the characters and pretty much everything... at moments i actually cringed of how bad it was....to me dbz died when ""super"" came along and ruined everything. goodbye DBZ you will be missed.","
            10/10
            "
"dhanjeehartik","25 February 2019","This movie was amazing 👌 something I feel bad for Broly but now it feel good that he's friend of Goku. I'm just waiting for next sequel of this movie. They always make movie which give us joy excitement and alot of adventure. #bigfanofDragonBallSuper😉
#Kamehameha","
            10/10
            "
"sajadtaiuhauny","15 December 2018","It's amazing movie, and best of all dragon ball movies","
            8/10
            "
"nejiredboy","4 February 2019","Best fighting movie ever! You may have never seen dragon ball before but you can still enjoy this movie!!","
            7/10
            "
"coasterdude44","8 September 2019","I'll admit that this is the first time I have seen anything Dragon Ball Z related, but after seeing this I am d keen on seeing more from this franchise and consider watching the original show. The one thing that struck me out of this film than anything else was it's incredible animation, direction and pacing. This movie never drags and is able to keep the viewer's attention throughout. All the characters were entertaining and the fight sequences were all great and well constructed. Overall a stunning and incredibly entertaining DBZ movie that should please any long time fans of the Dragon Ball Z franchise and is a fresh new installment in it's series of film, which is probably their best one yet in terms of quality. I'm excited to see what they will do next","
            10/10
            "
"FeastMode","27 July 2019","I was surprisingly very into this movie. it has a good backstory and some decent character depth for broly. the action was very fast paced and awesome, with only some unclear fighting. brought back the best of what i remember from DBZ.the first time i watched it was before watching DBS. the second time was immediately after watching DBS. it's on par, with better animation. they were really creative with a lot of the fight scenes. great music too (2 viewings, 2/9/2021)","
            10/10
            "
"mrexclusive-95247","31 January 2019","Very good film which amazing animation, action with a bit of comedy. Retold Brolys story is an interesting way.Must watch if you're a Dragon ball or Anime fan","
            10/10
            "
"elaykitsu","17 January 2019","The movie was amazing has great animation a good story and a great ending it really lives up to its name Dragon Ball Super","
            10/10
            "
"toutouguy","30 January 2019","Action was insane, one of the most intense and best anime fight scenes I've seen in a long while. However, do not like the idea that Broly might be stronger than a destroyer though. Goku and Vegeta should be the ultimate (strongest) fighters of Universe 7 imo and for that reason this movie gets a 9 instead of 10 lol","
            10/10
            "
"mohammedsulemanbalwar","2 April 2019","This is an absolute gem of a movie. Non of other action movie will match to this movie nor the DC or Avengers
Beyond the levelI'm a big fan of Dragon Ball and its my dream to view this movie in the big cinemaThanks for fulfilling my dream
I given the 10Star to thanking all of you for bringing this movie on the big screenSir next time please launch any anime movie in 3D","
            10/10
            "
"suhailpeer","15 December 2018","Animation on point, new Broly is way better than old Broly, fight choreography is amazing. defo recommending to go watch in the cinema if it is playing in your country!","
            10/10
            "
"mikepurp","28 April 2019","Broly is very powerful. Goku and Vegeta are saiyans with unlimited talent. These characters are always up for the fight. I love it.","
            10/10
            "
"yeolit","9 February 2019","I don't know much of dragon ball except for having read the original series manga, but most of the transformations and the friendly status between Son Goku and Vegeta are new to me.Comparing this movie to all others I have watched, although the graphics are typical Toei style (similar to One Piece) and have very few 3DCG animation, the action and presentation more than makes up for it.What's amazing is the humour and how light-hearted the production team managed to make of quite a heavy storyline, and how succinct the plot is. It's definitely great for a family shounen film.","
            10/10
            "
"Cookiejar55","16 February 2021","Excellent art style and the story is fantastic ! The music could have been better but I'll take what I can get. My hopes are very high for the next DB Super season and I hope they decide to keep this high quality then as well or make more movies! The DB world has so much potential for expansion. This is probably one of the best DB movies ever made and whether you are a Z fan or a Super fan this will completely satisfy.","
            5/10
            "
"gui-gueto","17 December 2018","This Movie is the Best of my Life its Beautiful The real db its Here !!!","
            10/10
            "
"krbodkin","17 February 2019","Two things kill this movie for me. The 3D CG looks as unnatural as it did in the recent game, the pacing is rushed, and the music is the final nail in the coffin. Of these three things, the music is by far the worst.","
            10/10
            "
"monkeydluffyxv","19 December 2018","Is the best dragon ball movie I've seen in my life","
            9/10
            "
"abdullhgamr","15 December 2018","The best dragon ball is the best !!!!! wow vigeta is so cool man and I love gotten sos much idk why","
            10/10
            "
"jstephenson-66952","9 February 2019","I have to say, I loved every second of this movie! Every single second. I will not give away too much, but if you haven't seen it just know that our heroes were once again triumphant. However, this time they made a friend which was so nice to see. Battle scenes were excellent, dialogue terrible -but what else do you expect from a Super movie? The pacing was just right and the character development spot in! 9/10","
            10/10
            "
"ajaiswal-40907","26 January 2021","Absolutely loved every single bit of the movie. This time makers did justice with vegeta😀
And showed a truly raging broly. The animation, plot, voiceover everrything is A+.","
            10/10
            "
"kyo_7","7 February 2019","I was skeptical about this movie since I loved the first one, I wasn't sure how much they were going to change the story but I completely loved it from beginning to end. Very emotional, great animation, but most of all, incredible fight scenes and power ups.If you like dragon ball at least a little, you're going to fall in love after you watch this master piece.","
            7/10
            "
"anibal-portillo","9 February 2019","It's a great movie, the history is quite different than the original, but certainly the flow with the DBS saga is great and compatible, is credible. Animation is good, very fast and clear in every action scene, the humor is acceptable also as this is a SHOUNEN is logical to have it there and I can live with that because I love anime. One of the best scenes is the Adult Broly Entrance, is full of dramatic power in one single hit!! Insane entrance!!! I love it!!!","
            10/10
            "
"shawnbriggs","24 January 2019","It was enjoyable as a fan as this delivered sooooo much fan service, but the script lacked a certain quality of execution and the editing & animation was a bit too pacey at times - probably to cover up a lack of quality control in some of the artwork.","
            9/10
            "
"hscrowofficial","13 March 2019","Not only did they bring broly back, but they did him justice. And effing hell, those fight scenes and the movie as a whole was perfect. Best dbz movie in my book.","
            10/10
            "
"raveensrk1","3 February 2019","This movie was amazing. The plot was not all that great but the Broly as a character is fleshed out very well. This movie has one of greatest animations that I have ever seen. All the hits are registered, fight sequences was amazing. New and old characters had some memorable back stories. Movie is fast and sometimes rushed but overall a great addition to DB franchise. I hope to see more of Broly soon.","
            10/10
            "
"Ranjith2401","16 December 2018","Though Spoiled by Many Spoiling Promos & Trailers.....Hoped for Good Popcorn Entertainer but Toiyama Sensei given Fan Festive Feast...:)Obviously Dragon Ball Super Broly was 10x better than many DB feature films.
Reason:
1) Many Dragon Ball Movies are usually as many claim ""LMAT"" Last Moment Asspull Technique but this one had feeling of watching Superhero Origin Story
2) Slick & fluid animation & Fight Sequence & Action Choreography was Fantastic & better than ToP unlike usual ATATATATATA
3) Broly had better backstory than Broly:LSSFully Satisfied ***********************************************","
            7/10
            "
"Stylish_Prince_Otaku","2 February 2019","😮 The movie was Awesome the fights🔥
The Broly 🔥I am a huge fan of Dragon Ball from India 🇮🇳 😘","
            8/10
            "
"ernestocatalan","19 January 2019","The animation could have been better. I only enjoyed this because I'm a die hard fan but the movie's pacing starts slow. I didn't like that there was no detail to characters until a match started, they look bland and unfinished like a cheap cartoon. The fights were pretty good with cool visuals and if you haven't seen dbz before there's a lot of screaming. If you didn't grow up with DBz then you may not enjoy this one.","
            10/10
            "
"danielsonnels","18 March 2019","This movie is leaps and bounds ahead of the other films in the franchise. On occasion, the CGI is a bit too much, but overall it was utilized well to create fantastic fight scenes that are on a whole new level compared to the action of previous movies. No fan should miss this.","
            10/10
            "
"s-natale","3 March 2019","The film is visually crazy. The direction during the action scenes is something spectacular and the vision at the Cinema or IMAX is truly a unique experience. For the real Dragon Ball fans or those who are passionate about animated film or who wants to have a lot of fun through really epic and epochal action scenes","
            10/10
            "
"yaseenkhangul","16 December 2018","THE BEST ANIME MOVIE EVER I love it so much everyone should watch this Movie","
            10/10
            "
"youssefsaad-15807","16 December 2018","This is the best dragonball movie I've ever seen!!😍😍😍😍😍😍😍","
            10/10
            "
"KayMcDaniels","28 January 2019","Just got home from seeing Broly a second time, this time with my daughter, who is 9. Being her very first movie theater experience, this was a pretty momentous event, and she was thrilled to see a Dragon Ball movie as her first! I watched her more than the movie, because I wanted to make sure her reaction was just as much as mine was, and thank you Akira it was!Having said that, this movie was just as amazing the second time viewing as the first, as I'm sure it'll be the 50th! With exception of a very serious fan base in the audience (first viewing was opening night and it was packed with hardcore fans who applauded every transformation and cheered with every momentous moment, including Freizas terrible acting after killing Paragas!) Dragon Ball Super: Broly is without exception the best movie of this year!I know that most fans are up in arms over the change of origins story for both Broly and Goku, but I much prefer this to the previous origin story, as this one made Broly seem much more human and more relatable as a character rather than this overblown and overpowered character he was depicted as in the three previous Broly movies.The fact that this movie could potentially be included into the Dragon Ball Super canon makes it all the more wonderful! If I could rate this movie higher than 10 stars I would!","
            10/10
            "
"nromano-27649","22 January 2019","This movie has everything a true fan could want! Awesome action sequences and a detailed look at the life on planet Vegeta and how everything folded into place. I was really impressed by a lot of the action and effects, even though some outshined other parts, it just had the old school feel with a few touch ups. Really, really impressed with what this movie had to offer! Broly was an absolute beast and seeing Goku and Vegeta fight him was truly just bone chilling. I love it!!! Any fans of the series will really appreciate how they connected this movie into the story line! Seriously hope they make more movies and continue to impress! My only complaint is some graphical continuity problems, I want the effects and graphics to be more consistent!! Overall it's a must see!!!","
            9/10
            "
"coolsarthakrocks","16 December 2018","The art style is really incredible will not see this kind of animation anywhere else in the planet the amount of hardwork the Japanese anime industry has put in this movie is astonishing this movie is hilarious action film and story based at the same time","
            3/10
            "
"nmik2005","25 January 2019","Broly has been one of the best character's that has come out of the Dragonball movie canon's and fans have been hoping that he'd be actually part of the canon and finally this has happened. This movie not only adds a lot more depth to Broly's character than any of the other movies but also adds a lot more backstory to Dragon ball mythos. I am not sure how I feel about the change that was made to Bardock's story but I guess the Bardock special was never an official canon according to the makers, so maybe that's ok.So back to the movie, wow. The fights are so exhilarating and is way better than any of the fights ever show in the anime. The animation was top notch, the only complaint would be some of silly humor which could be a hit or miss at times and the mediocre sound track. The fights definitely made up for the average sound track.In conclusion, Dragonball Super Broly is definitely a must watch for any fans of the franchise.","
            10/10
            "
"Corporal_Dwayne_Hicks","5 January 2019","Are you serious? Are you all serious? Seriously calling this ""the perfect DBZ movie""?!Why am rewatching rehash off the original Broly trilogy with the lame Super elements planted in? How is Frieza getting more movie appearances? Why they introducing more useless new side characters? Why is Trunks and Goten in this movie again?Both Trunks and Goten ruined the last two Broly films with there annoying antics! Come on give Broly a break from these two characters! Why is this new Broly better then old one? I know why he was popular because he was to awesome for your eyes!I don't need to know about Goku parents definitely if you keep on retconning same Saiyan home planet blowing up for tenth time. Sure Cooler will be involved next yeah more Frieza screentime.Frieza again oh great he wants Broly as a weapon oh please Broly put Final Super Nail into him. Gogeta was way better in Fusion Reborn & as SSJ4 in GT then he was here.Stick to original Legendary Super Saiyan Broly film thats way better canon movie.","
            10/10
            "
"reynaldosteam","16 December 2018","Good job TOEI animation and at last broly and gogeta became cannon. YEAH!","
            9/10
            "
"basimarg","18 February 2019","Best of the Best. Animation effects, sound,image...
Absolutely EPIC awesome amazing masterpiece!!!!","
            10/10
            "
"michelickx","2 March 2019","Broly has always been one of the worse utilized concepts of Dragon Ball, never been able to fit in into the franchise. But finally Broly is no longer a simple testosterone brute; he's a complex character with a proper arc and backstory.Toei has succesfully revived a concept with high potential, with style.","
            5/10
            "
"gshekhar-10619","19 December 2018","Great animation! Perfect story! Was really hyped and it didn't disappoint. Broly is infinitely better than the previous non canon Broly.","
            10/10
            "
"aioandrei","17 February 2019","The history part was really great and so was the beginning of the main fight. But man, those inconsistencies in power levels and long battles with no twists. I don't know what to say. It was nice to give Broly a more complex character but nothing to be surprised about. I expected a lot from this movie, but even the animation disappointed at the end.","
            5/10
            "
"nutjobbr","27 June 2019","If you are a Dragon Ball fan, just see it. It is unbelievable! The story is great and the action is phenomenal!!!","
            10/10
            "
"bachito1996","14 January 2019","What amazed me most was the story behind what it seems to be the most important point of the plot: the battle between Broly and Goku & Vegeta. The battle is nothing different as we have seen so far, but the story under the mess is pretty interesting. I have to say the first 50 minutes of the movie worthed the cost of the ticket (those minutes, by the way, were without goku and vegeta´s intervention)","
            9/10
            "
"innocentbasit","19 December 2018","Absolutely fantastic. No words to describe the the hype is over 9000","
            10/10
            "
"gamingey","2 September 2019","The animation style was by far better than DBS. Broly is a great character to bring in along with Gogeta. And their fight was the best fight I have seen since Z.","
            7/10
            "
"Yamcha67","22 February 2019","The movie was exceptional and they really outdone themselves with the animations, sound tracks and pretty much everything. I did think the cheering during the fights were silly though, I hope they remove that in the next movie. It was like they were beginning street fighter into it, really not necessary and kind of off putting. It didn't take away from the movie but that's my only complaint.I say it's a must watch and probably the best Dragon Ball Z movie released so far. I've watched all of them at some point and this was my favorite.","
            10/10
            "
"cgearheart","15 April 2019","You don't exactly need to know too much about Dragon Ball to understand this fast paced actioner, and that's a relief because it's honestly one of my favorite movies I've seen this year. Packed with hilarious characters, epic action sequences, and an intriguing plot line, Broly is a must see for young and old, male and female, and animation/live action film buffs alike.B","
            6/10
            "
"danielgutierrez-32526","19 December 2018","I think everbody and there momma should watch this movie it is very great movie with amazing graphics and art.","
            10/10
            "
"TheOneThatYouWanted","15 September 2020","Some parts of it I like and some parts of it fall flat. It starts off well enough and I almost didn't mind the changes they made to the original story.. at first. But the problem with this is also happens to be the problem with the current DBZ universe.","
            10/10
            "
"gustavozielkejunior","16 December 2018","CANT WAIT TO WATCH IT IN ENGLISH VERSION!!!!.....The history is so clean, and the fights are so Satisfy..a Must watch for all Dragon Ball Fans and non-Dragon Ball Fans!!!!!!","
            9/10
            "
"justin-fencsak","19 September 2020","Lots of action and fighting and the length is good. It's pretty dark for a PG rated cartoon movie. It's loud and brash and worth watching.","
            10/10
            "
"ernestwan","14 February 2019","This is a revolutionary film both for dragonball and the industry of 2d animation.IT HAS A GOOD PLOT!! This is definitely revolutionary for dragonball to have a good plot in a movie. Is it really good? No but it's amazing when compared with other dragon ball films, you can indeed get emotional and most things makes sense. Decent amount of humour, breath taking fight scenes and acts as a huge catalyst for the future of super.The impact in 2d animation industry is huge, it just shows to people that if done right 2D animation can easily outshine any 3D animation be it Pixar or Sony. It just goes to show the amount of effort that went into this film and the fighting sequence, choreography and pacing are all done right.1 mark deducted from unnecessary CG and the fact that the plot is not amazingly good. 9/10 for dragonball fans. 8.5/10 for shonen anime lovers but haven't watched all of dragonball. 7.5/10 for random guy who just wanted to watch a film.","
            10/10
            "
"newstuff-12791","24 March 2022","The action. The animation. The fights! The transformations! And of course; lots of screaming!All topped off with a soundtrack that gives you goosebumps!","
            9/10
            "
"jared-25331","18 December 2019","This movie was awesome and it's the reason why I'm such a huge Dragon Ball fan.","
            9/10
            "
"qzen9-699-216128","14 September 2019","An enormously effortful work of animation art, add to that the nearly perfect soundtrack matching & the excellently and familiarly-put scenario, I am well glad to honestly say that Dragon Ball is truly and finally resurrected, one couldn't but cherish the moment of a tickling yet enlivening feeling of nostalgia and excitement flamed in the soul by such a work of live art,
however, one also could not deny that the core content is recycled, there are no new characters, no new plots, once again, it is merely freiza and broly and gogeta even if it is one of the rarest to appear, yet again, this recycled content is put in presented excellently and in a nearly perfect way that covered the dull fact of its repeatedness and expectedness,
fairly said, Dragon ball is indeed, finally resurrected, what marvelous times to be alive.","
            10/10
            "
"gamerz-18042","16 April 2020","Having watched almost every Dragonball movie this one stands out amongst the rest.I watched it in Japanese and didn't understand a thing but was thoroughly entertained.The visuals and storyline are fantastic, and made me refresh some of my Dragonball knowledge.","
            8/10
            "
"charmingkostas","24 January 2019","The announcement of this film brought back some long-forgotten memories. It was a few years back, when the Battle of Gods was announced, triggering tsunamis of excitement from long-time fans of the Dragon Ball series.Yet, the final product was bland, and failed to deliver; more or less like what happened with the follow-up film, ""Revival F"". There was promise, but the execution was poor. Then, we welcomed the new Dragon Ball series, some fifteen years after the end of Dragon Ball Z. We stayed with it, till its finale last March, and an anoouncement of an action-packed film that would focus on the past of Sayans. Again, more promises.Only, this time, things are different. To be honest, the part of the film that deals with the events of the past could have been omitted. After all, the star of the film is Broly. A Broly who is far from the caricature that was presented in the DBZ films. This Broly has feelings and emotions. This Broly is ready to fight, in order to protect those he cares about. This Broly is an absolute beast, a brute - yet only because he is confused. He's trying to survive in an unfamiliar place, misled by the revenge-driven villains of the film.But all these facts can only guarantee one thing; that we are treated to almost an hour of intense fighting, superbly executed and fluid animated scenes, humoristic instances and moments we feel like we can't take any more of what we see. The plot's role is to provide a (solid) background to the immense action, something which is good for newcomes, but a tad tasteless to old-time fans.Voice acting from the Funimation legends is top-notch, whereas the score gives some thrilling vibes, with it being repetitive at some points and lacking the epicness of Sumitomo's work in the past films and the recent series.Overall, Dragon Ball Super: Broly brings back all the things that led the series to stardom and to being part of the popular culture for the past 30+ years. Fans following the series are sure to spot a few things they might not totally enjoy here and there. However, people who are planning to see the movie are due to a fantastic experience, that pays tribute to the series and brings promise to whatever comes up next.","
            1/10
            "
"ledj94","28 January 2019","Thus is what we were waiting about Dragon Ball. Spoilers1- Broly story is well resumed, it only lasts about 20 minutes and that's enough to understand Broly's father reasons for revenge. In that moment also is explained how Frieza becomes the king of an army, and why Vegeta, Goku, Radditz, Napa and Vegeta's brother didn't die on the explosion.2- The comedy is pretty good even in the middle of the fight this movie can make you laugh without getting out of context.3- Action last about 1 Hour, yes, 1 hour and you barely feel time pass because you get into it like if this was another episode with a Great combat scenes and great animation.","
            10/10
            "
"poinla37","17 February 2019","Character design is simpler, even naive, it looks really childish, and the story doesn't even stick with the original. If you haven't seen the 90's-00's DBZ movies, just watch them, they're far better than this crap, especially the character design and details.","
            10/10
            "
"sairajs407","18 December 2018","The movie is Awesome. Although the fight was very fast, but this is a movie and a Series is yet to come for which i can hardly wait.
Spectacular Ending. Yet again SON GOKU made a friend and Formidable rival.
Being able to watch this movie on time, best day ever for this year.","
            10/10
            "
"itzhakovadi","30 January 2019","In my opinion, this is the best dragon ball movie.","
            6/10
            "
"adrianllamas-21168","19 December 2018","A must watch film for every anime lover's and action lovers!","
            10/10
            "
"MoistMovies","24 January 2019","For using a lot of CGI, they blended it better than any other anime ive seen using the medium. But still, many parts felt like they were cut scenes from a video game with more money put in, mainly the battle scenes. I couldnt escape that feeling unfortunately. It kept reminding me of how great they used to accomplish the fights in DBZ's later sagas, and how after all this time, they shoudlve been able to hand draw the fights and totally out do that earlier ones from the series/films.I get that its more expensive these days to do it all hand drawn, but considering the popularity of dragonball. They can afford to. 8 mil budget, and already they made 10x over that. Double the budget and keep most of it hand drawn and it'd have felt more like a animated film, rather than mash of film and video game cut scenes.And then theres the story, for the most part i enjoyed it. A different take on many familiar stories from the past when i grew up watching DBZ. But Frieza.. his motivations and story were silly and made no sense..
The height wish was very original dragon ball. But it felt out of place. And obviously a gag they intended to be in the same contrast to bullmas, it took me out of the film as being too far out of context with the rest of what was going on. Its been along time since original dragonball and frieza was never in it. The style of comedy didnt fit for me with him.
And i thought they'd have him grow as a character by now which i felt they were doing well in Super towards the end. One of my favorite parts of that series.
But in this film they regressed him back to a by the numbers villain type which i found unfortunate.
Goku is still less likable than he used to be, a change that happened early in Super, Im used to that now. So it didnt effect my enjoyment. He's growing as a character, just not the way i'd like. And vegeta becoming the responsible type more and more is what i prefer. But it creates a contrast that moves the stroy along for Super, so it's something i've grown to accommodate.Worth seeing in a theater if you're a dragonball/z/super fan. But if you're an older viewer like myself, you may not feel the same hype other younger viewers did especially if you are a critical person who loved the older sagas of DBZ and like hand drawn animation.","
            7/10
            "
"otoboblessing","28 August 2023","This is just incredible I've never felt so entertained watching an anime fight it was really superb this might be the best fights other than Jiren vs Goku
Although I was hoping to see vegito in action but gogeta totally trashed that feeling
From the story which technically gives a sum to the art style was superb brolys intro was befitting he gave out a godly vibe like whooa!!!I can watch this over and over and still feel pumped up I can't wait to see broly in the series like Akira I'm counting on you guys
The next tournament would definitely be an internet breaker nice knowing the universe is in safe hands (or not 😂😂😂😂)","
            8/10
            "
